ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
308008;DDNS (Dynamic DNS);DDNS (Dynamic DNS);DDNS (Dynamic DNS);DDNS (Dynamic DNS);DynDNS;DynDNS;DDNS (Dynamic DNS);;DDNS (Dynamic DNS);DDNS (Dynamic DNS);DDNS (Dynamic DNS);DDNS (Dynamic DNS);DDNS (Dynamic DNS);DDNS (Dynamic DNS)
308009;DDNS allows you to access your EasyBox from the Internet using a domain name instead of IP address. You will need an account on a DDNS service provider.;DDNS ermöglicht Ihnen, Ihre EasyBox aus dem Internet über einen Domänen-Namen statt über die IP-Adresse zu erreichen. Sie benötigen hierzu einen Account eines DDNS-Anbieters.;DynDNS, domain ismini bilgisayarlara veya sunuculara ilişkilendirmenize imkan sağlar. DynDNS, IP adresiniz değiştiğinde DNS kaydınızı da değiştirerek domain isminin otomatik olarak IP adresine göre uyarlanmasını sağlar.;DDNS allows you to access your EasyBox from the Internet using a domain name instead of IP address. You will need an account on a DDNS service provider.;DDNS allows you to access your router from the Internet using a domain name instead of IP address. You will need an account on a DDNS service provider.;DDNS le permite acceder a su router desde Internet utilizando un nombre de dominio en lugar de direcciones IP. Usted necesitará una cuenta en un proveedor de servicios DDNS.;DDNS allows you to access your EasyBox from the Internet using a domain name instead of IP address. You will need an account on a DDNS service provider.;;DDNS ermöglicht Ihnen, Ihre EasyBox aus dem Internet über einen Domänen-Namen statt über die IP-Adresse zu erreichen. Sie benötigen hierzu einen Account eines DDNS-Anbieters.;DDNS allows you to access your EasyBox from the Internet using a domain name instead of IP address. You will need an account on a DDNS service provider.;DynDNS, domain ismini bilgisayarlara veya sunuculara ilişkilendirmenize imkan sağlar. DynDNS, IP adresiniz değiştiğinde DNS kaydınızı da değiştirerek domain isminin otomatik olarak IP adresine göre uyarlanmasını sağlar.;DDNS ermöglicht Ihnen, Ihre EasyBox aus dem Internet über einen Domänen-Namen statt über die IP-Adresse zu erreichen. Sie benötigen hierzu einen Account eines DDNS-Anbieters.;DDNS allows you to access your EasyBox from the Internet using a domain name instead of IP address. You will need an account on a DDNS service provider.;DDNS allows you to access your EasyBox from the Internet using a domain name instead of IP address. You will need an account on a DDNS service provider.
308010;Dynamic DNS;Dynamic DNS;Dynamic DNS;Dynamic DNS;Dynamic DNS;DNS dinámico;Dynamic DNS;;Dynamic DNS;Dynamic DNS;Dynamic DNS;Dynamic DNS;Dynamic DNS;Dynamic DNS
308011;Provider;Diensteanbieter;Servis sağlayıcı;Provider;Provider;Proveedor;Provider;;Diensteanbieter;Provider;Servis sağlayıcı;Diensteanbieter;Provider;Provider
308012;Domain Name;Domänen-Name;Domain ismi;Domain Name;Domain Name;Nombre de Dominio;Domain Name;;Domänen-Name;Domain Name;Domain ismi;Domänen-Name;Domain Name;Domain Name
308013;Account;Account;Hesap;Account;Account;Cuenta;Account;;Account;Account;Hesap;Account;Account;Account
308014;Password;Kennwort;Şifre;Password;Password;Contraseña;Password;;Kennwort;Password;Şifre;Kennwort;Password;Password
308015;NA;NA;NA;DDNS Status;DDNS Status;Estado DDNS;DDNS Status;;NA;NA;NA;NA;NA;NA
308016;NA;NA;NA;Failed;Failed;Fallido;Failed;;NA;NA;NA;NA;NA;NA
308017;NA;NA;NA;Success;Success;Activo;Success;;NA;NA;NA;NA;NA;NA
308018;NA;NA;NA;NA;NA;NA;NA;;Falscher Domänenname;Invalid domain name;Geçersiz alan adı;NA;NA;Invalid domain name
309001;Remote Management;Fernverwaltung;Uzaktan yönetim;Remote Management;Remote Management;Gestión remota;Remote Management;;Fernverwaltung;Remote Management;Uzaktan yönetim;Fernverwaltung;Remote Management;Remote Management
309002;Remote management allows you to configure the EasyBox over the internet. For safety reasons, the Remote Management via an encrypted connection (https). It is protected by a separate password. <br> Is particularly convenient for remote management in connection with a DDNS account.;Die Fernverwaltung erlaubt Ihnen, die EasyBox auch über das Internet zu konfigurieren. Aus Sicherheitsgründen erfolgt die Fernverwaltung über eine verschlüsselte Verbindung (https). Sie ist mit einem separaten Kennwort geschützt.<br>Besonders komfortabel wird die Fernverwaltung in Verbindung mit einem DDNS-Account.;EasyBox´unuzu uzaktan yönetimini yapılandırabilirsiniz. Eğer EasyBox´unuz yerel ağın dışındaki bir PC'den yönetebilmek istiyorsanız, bu PC'nin IP adresini de buraya girmek zorundasınız.;Remote management allows you to configure the EasyBox over the internet. For safety reasons, the Remote Management via an encrypted connection (https). It is protected by a separate password. <br> Is particularly convenient for remote management in connection with a DDNS account.;Remote management allows you to configure the router over the internet. For safety reasons, the Remote Management via an encrypted connection (https). It is protected by a separate password. <br> Is particularly convenient for remote management in connection with a DDNS account.;La gestión remota permite configurar el router a través de Internet. Por razones de seguridad, la gestión remota está protegida por una contraseña independiente. ;Remote management allows you to configure the EasyBox over the internet. For safety reasons, the Remote Management via an encrypted connection (https). It is protected by a separate password. <br> Is particularly convenient for remote management in connection with a DDNS account.;;Die Fernverwaltung erlaubt Ihnen, die EasyBox auch über das Internet zu konfigurieren. Aus Sicherheitsgründen erfolgt die Fernverwaltung über eine verschlüsselte Verbindung (https). Sie ist mit einem separaten Kennwort geschützt.<br>Besonders komfortabel wird die Fernverwaltung in Verbindung mit einem DDNS-Account.;Remote management allows you to configure the EasyBox over the internet. For safety reasons, the Remote Management via an encrypted connection (https). It is protected by a separate password. <br> Is particularly convenient for remote management in connection with a DDNS account.;EasyBox´unuzu uzaktan yönetimini yapılandırabilirsiniz. Eğer EasyBox´unuz yerel ağın dışındaki bir PC'den yönetebilmek istiyorsanız, bu PC'nin IP adresini de buraya girmek zorundasınız.;Die Fernverwaltung erlaubt Ihnen, die EasyBox auch über das Internet zu konfigurieren. Aus Sicherheitsgründen erfolgt die Fernverwaltung über eine verschlüsselte Verbindung (https). Sie ist mit einem separaten Kennwort geschützt.<br>Besonders komfortabel wird die Fernverwaltung in Verbindung mit einem DDNS-Account.;Remote management allows you to configure the EasyBox over the internet. For safety reasons, the Remote Management via an encrypted connection (https). It is protected by a separate password. <br> Is particularly convenient for remote management in connection with a DDNS account.;Remote management allows you to configure the EasyBox over the internet. For safety reasons, the Remote Management via an encrypted connection (https). It is protected by a separate password. <br> Is particularly convenient for remote management in connection with a DDNS account.
309003;Remote Management;Fernverwaltung;Uzaktan yönetim;Remote Management;Remote Management;Gestión remota;Remote Management;;Fernverwaltung;Remote Management;Uzaktan yönetim;Fernverwaltung;Remote Management;Remote Management
309004;Port;Port;Port;Port;Port;Puerto;Port;;Port;Port;Port;Port;Port;Port
309005;Password;Kennwort;Şifre;Password;Password;Contraseña;Password;;Kennwort;Password;Şifre;Kennwort;Password;Password
309006;Certificates;Zertifikate;Sertifikalar;Certificates;Certificates;Certificados;Certificates;;Zertifikate;Certificates;Sertifikalar;Zertifikate;Certificates;Certificates
309007;Vodafone recommends that you import your EasyBox CA as a trusted authority in your browser. You will find the certificates of EasyBox-CA on the side;Vodafone empfiehlt, die CA Ihrer EasyBox als vertrauenswürdige Zertifizierungsstelle in Ihrem Browser zu importieren. Sie finden die Zertifikate der EasyBox-CA auf der Seite;Vodafone öneri: Browser´inize EasyBox-CA´yi güvenilir bir otorite olarak ekleyin. EASYBOX-CA sertifikaları burada bulabilirsiniz;Vodafone recommends that you import your EasyBox CA as a trusted authority in your browser. You will find the certificates of EasyBox-CA on the side;Vodafone recommends that you import your router CA as a trusted authority in your browser. You will find the certificates of router-CA on the side;Vodafone recomienda que importe su router CA como una autoridad de confianza en su navegador. Va a encontrar los certificados de router-CA en el lado;Vodafone recommends that you import your EasyBox CA as a trusted authority in your browser. You will find the certificates of EasyBox-CA on the side;;Vodafone empfiehlt, die CA Ihrer EasyBox als vertrauenswürdige Zertifizierungsstelle in Ihrem Browser zu importieren. Sie finden die Zertifikate der EasyBox-CA auf der Seite;Vodafone recommends that you import your EasyBox CA as a trusted authority in your browser. You will find the certificates of EasyBox-CA on the side;Vodafone öneri: Browser´inize EasyBox-CA´yi güvenilir bir otorite olarak ekleyin. EASYBOX-CA sertifikaları burada bulabilirsiniz;Vodafone empfiehlt, die CA Ihrer EasyBox als vertrauenswürdige Zertifizierungsstelle in Ihrem Browser zu importieren. Sie finden die Zertifikate der EasyBox-CA auf der Seite;Vodafone recommends that you import your EasyBox CA as a trusted authority in your browser. You will find the certificates of EasyBox-CA on the side;Vodafone recommends that you import your EasyBox CA as a trusted authority in your browser. You will find the certificates of EasyBox-CA on the side
309008;Certificates;Zertifikate;Sertifikalar;Certificates;Certificates;Certificados;Certificates;;Zertifikate;Certificates;Sertifikalar;Zertifikate;Certificates;Certificates
309009;.;.;.;.;.;.;.;;.;.;.;.;.;.
309010;Enter Your New Password;Neues Kennwort eingeben;Yeni şifrenizi giriniz;Enter Your New Password;Enter Your New Password;Introduzca su Nueva Contraseña;Enter Your New Password;;Neues Kennwort eingeben;Enter Your New Password;Yeni şifrenizi giriniz;Neues Kennwort eingeben;Enter Your New Password;Enter Your New Password
309011;Password;Kennwort;Şifre;Password;Password;Contraseña;Password;;Kennwort;Password;Şifre;Kennwort;Password;Password
309012;Re-enter Password;Erneut eingeben;Şifrenizi tekrar giriniz;Re-enter Password;Re-enter Password;Vuelva a introducir su contraseña;Re-enter Password;;Erneut eingeben;Re-enter Password;Şifrenizi tekrar giriniz;Erneut eingeben;Re-enter Password;Re-enter Password
309013;The passwords you entered do not match.;Die Kennwörter stimmen nicht überein.;Girilen şifreler aynı değil.;The passwords you entered do not match.;The passwords you entered do not match.;Las contraseñas introducidas no coinciden.;The passwords you entered do not match.;;Die Kennwörter stimmen nicht überein.;The passwords you entered do not match.;Girilen şifreler aynı değil.;Die Kennwörter stimmen nicht überein.;The passwords you entered do not match.;The passwords you entered do not match.
309014;This feature is currently not available as it requires a public IPv4 address.;Diese Funktion ist derzeit nicht verfügbar, da es eine öffentliche IPv4-Adresse benötigt.;Bu servis şu anda kullanılamaz, çünkü bir genel IPv4 adresi gerektirir.;This feature is currently not available as it requires a public IPv4 address.;This feature is currently not available as it requires a public IPv4 address.;Esta función no está disponible, ya que requiere una dirección IPv4 pública.;This feature is currently not available as it requires a public IPv4 address.;;Diese Funktion ist derzeit nicht verfügbar, da es eine öffentliche IPv4-Adresse benötigt.;This feature is currently not available as it requires a public IPv4 address.;Bu servis şu anda kullanılamaz, çünkü bir genel IPv4 adresi gerektirir.;Diese Funktion ist derzeit nicht verfügbar, da es eine öffentliche IPv4-Adresse benötigt.;This feature is currently not available as it requires a public IPv4 address.;This feature is currently not available as it requires a public IPv4 address.
309015;;;;;;;;;;;;;;
310001;VPN (Virtual Private Network);VPN (Virtual Private Network);VPN (Virtual Private Network);VPN (Virtual Private Network);VPN (Virtual Private Network);VPN (Red Privada Virtual);VPN (Virtual Private Network);;VPN (Virtual Private Network);VPN (Virtual Private Network);VPN (Virtual Private Network);VPN (Virtual Private Network);VPN (Virtual Private Network);VPN (Virtual Private Network)
310002;VPN;VPN ;VPN ;VPN;VPN;VPN;VPN;;VPN ;VPN;VPN ;VPN ;VPN;VPN
310003;VPN Protocol;VPN Protokoll;VPN protokolü;VPN Protocol;VPN Protocol;Protocolo VPN;VPN Protocol;;VPN Protokoll;VPN Protocol;VPN protokolü;VPN Protokoll;VPN Protocol;VPN Protocol
310004;VPN Port;VPN Port;VPN Port;VPN Port;VPN Port;Puerto VPN;VPN Port;;VPN Port;VPN Port;VPN Port;VPN Port;VPN Port;VPN Port
310005;Using a VPN it is possible to secuerly connect a computer via internet to your home network. On EasyBox the OpenVPN protocol is used. Using a DDNS account it is very easy to establish the VPN connection.<br>Expert knowledge is required to configure and setup a VPN.;Ein VPN erlaubt es Ihnen, Computer über das Internet mit Ihrem Heimnetz zu verbinden und verschlüsselt zu kommunizieren. Die EasyBox verwendet hierzu das OpenVPN-Protokoll. Besonders komfortabel lässt sich eine VPN-Verbindung herstellen, wenn Sie einen DDNS-Account konfiguriert haben.<br>Um die VPN-Funktion zu nutzen, benötigen Sie fundierte Netzwerk- und VPN-Kenntnisse.;"Bir VPN ile, bir ağ içindeki katılımcılar başka bir ağ ile bağlantı kurulabirilir. EasyBox OpenVPN 
protokol kullanır. Bir DDNS hesabı ile rahat bir VPN bağlantısı kurabilirsiniz.<br>VPN yapılandırma ve kurulum için uzman bilgisi gereklidir.";Using a VPN it is possible to secuerly connect a computer via internet to your home network. On EasyBox the OpenVPN protocol is used. Using a DDNS account it is very easy to establish the VPN connection.<br>Expert knowledge is required to configure and setup a VPN.;Using a VPN it is possible to secuerly connect a computer via internet to your home network. On the router the OpenVPN protocol is used. Using a DDNS account it is very easy to establish the VPN connection.<br>Expert knowledge is required to configure and setup a VPN.;Usando una VPN es posible conectar con seguridad un ordenador a través de Internet a su red doméstica. En el router se utiliza el protocolo OpenVPN. Usando una cuenta DDNS es muy fácil establecer la conexión VPN. <br> Se requiere conocimiento experto para configurar una VPN.;Using a VPN it is possible to secuerly connect a computer via internet to your home network. On EasyBox the OpenVPN protocol is used. Using a DDNS account it is very easy to establish the VPN connection.<br>Expert knowledge is required to configure and setup a VPN.;;Ein VPN erlaubt es Ihnen, Computer über das Internet mit Ihrem Heimnetz zu verbinden und verschlüsselt zu kommunizieren. Die EasyBox verwendet hierzu das OpenVPN-Protokoll. Besonders komfortabel lässt sich eine VPN-Verbindung herstellen, wenn Sie einen DDNS-Account konfiguriert haben.<br>Um die VPN-Funktion zu nutzen, benötigen Sie fundierte Netzwerk- und VPN-Kenntnisse.;Using a VPN it is possible to secuerly connect a computer via internet to your home network. On EasyBox the OpenVPN protocol is used. Using a DDNS account it is very easy to establish the VPN connection.<br>Expert knowledge is required to configure and setup a VPN.;"Bir VPN ile, bir ağ içindeki katılımcılar başka bir ağ ile bağlantı kurulabirilir. EasyBox OpenVPN 
protokol kullanır. Bir DDNS hesabı ile rahat bir VPN bağlantısı kurabilirsiniz.<br>VPN yapılandırma ve kurulum için uzman bilgisi gereklidir.";Ein VPN erlaubt es Ihnen, Computer über das Internet mit Ihrem Heimnetz zu verbinden und verschlüsselt zu kommunizieren. Die EasyBox verwendet hierzu das OpenVPN-Protokoll. Besonders komfortabel lässt sich eine VPN-Verbindung herstellen, wenn Sie einen DDNS-Account konfiguriert haben.<br>Um die VPN-Funktion zu nutzen, benötigen Sie fundierte Netzwerk- und VPN-Kenntnisse.;Using a VPN it is possible to secuerly connect a computer via internet to your home network. On EasyBox the OpenVPN protocol is used. Using a DDNS account it is very easy to establish the VPN connection.<br>Expert knowledge is required to configure and setup a VPN.;Using a VPN it is possible to secuerly connect a computer via internet to your home network. On EasyBox the OpenVPN protocol is used. Using a DDNS account it is very easy to establish the VPN connection.<br>Expert knowledge is required to configure and setup a VPN.
310006;TCP;TCP;TCP;TCP;TCP;TCP;TCP;;TCP;TCP;TCP;TCP;TCP;TCP
310007;UDP;UDP;UDP;UDP;UDP;UDP;UDP;;UDP;UDP;UDP;UDP;UDP;UDP
310008;Bridged;Bridged;Bridged;Bridged;Bridged;Bridged;Bridged;;Bridged;Bridged;Bridged;Bridged;Bridged;Bridged
310009;Routed;Routed;Routed;Routed;Routed;Routed;Routed;;Routed;Routed;Routed;Routed;Routed;Routed
310010;Connection Method;Verbindungsmethode;Bağlantı Yöntemi;Connection Method;Connection Method;Método de conexión;Connection Method;;Verbindungsmethode;Connection Method;Bağlantı Yöntemi;Verbindungsmethode;Connection Method;Connection Method
310011;VPN Subnet;VPN Subnetz;VPN Subnet;VPN Subnet;VPN Subnet;VPN de subred;VPN Subnet;;VPN Subnetz;VPN Subnet;VPN Subnet;VPN Subnetz;VPN Subnet;VPN Subnet
310012;IP Subnet Mask;VPN Subnetz-Maske;IP Subnet Mask;IP Subnet Mask;IP Subnet Mask;Máscara de subred IP;IP Subnet Mask;;VPN Subnetz-Maske;IP Subnet Mask;IP Subnet Mask;VPN Subnetz-Maske;IP Subnet Mask;IP Subnet Mask
310013;NA;NA;NA;VPN Type;VPN Type;Tipo VPN;VPN Type;;NA;NA;NA;NA;NA;NA
310014;NA;NA;NA;Destination Host Name;Destination Host Name;Nombre del Host de destino;Destination Host Name;;NA;NA;NA;NA;NA;NA
310015;NA;NA;NA;Remote Subnet IP Address;Remote Subnet IP Address;Dirección IP Subred remota;Remote Subnet IP Address;;NA;NA;NA;NA;NA;NA
310016;NA;NA;NA;Remote Subnet Mask;Remote Subnet Mask;Máscara de subred remota;Remote Subnet Mask;;NA;NA;NA;NA;NA;NA
310017;NA;NA;NA;Username;Username;Nombre de usuario;Username;;NA;NA;NA;NA;NA;NA
310018;NA;NA;NA;Password;Password;Contraseña;Password;;NA;NA;NA;NA;NA;NA
310019;NA;NA;NA;ew Shared Secre;Shared Secret;Secreto compartido;ew Shared Secre;;NA;NA;NA;NA;NA;NA
310020;To establish a secured VPN connection, certificates are used. You can view and manage all neccessary certificates on the {LINK_START}Certificates{LINK_END} page.;Um eine sichere VPN-Verbindung aufzubauen, werden Zertifikate verwendet. Sie können alle dazu benötigten Zertifikate auf der Seite {LINK_START}Zertifikate{LINK_END} ansehen und verwalten.;Güvenli bir VPN bağlantısı kurmak için, sertifikalar kullanılır. Bu sayfada gerekli tüm {LINK_START}sertifikaları{LINK_END} yönetebilirsiniz.;To establish a secured VPN connection, certificates are used. You can view and manage all neccessary certificates on the {LINK_START}Certificates{LINK_END} page.;To establish a secured VPN connection, certificates are used. You can view and manage all neccessary certificates on the {LINK_START}Certificates{LINK_END} page.;Para establecer una conexión VPN segura, se utilizan certificados. Usted puede ver y administrar todos los certificados neccessary en el {} LINK_START Certificados {} LINK_END página.;To establish a secured VPN connection, certificates are used. You can view and manage all neccessary certificates on the {LINK_START}Certificates{LINK_END} page.;;Um eine sichere VPN-Verbindung aufzubauen, werden Zertifikate verwendet. Sie können alle dazu benötigten Zertifikate auf der Seite {LINK_START}Zertifikate{LINK_END} ansehen und verwalten.;To establish a secured VPN connection, certificates are used. You can view and manage all neccessary certificates on the {LINK_START}Certificates{LINK_END} page.;Güvenli bir VPN bağlantısı kurmak için, sertifikalar kullanılır. Bu sayfada gerekli tüm {LINK_START}sertifikaları{LINK_END} yönetebilirsiniz.;Um eine sichere VPN-Verbindung aufzubauen, werden Zertifikate verwendet. Sie können alle dazu benötigten Zertifikate auf der Seite {LINK_START}Zertifikate{LINK_END} ansehen und verwalten.;To establish a secured VPN connection, certificates are used. You can view and manage all neccessary certificates on the {LINK_START}Certificates{LINK_END} page.;To establish a secured VPN connection, certificates are used. You can view and manage all neccessary certificates on the {LINK_START}Certificates{LINK_END} page.
310021;The VPN subnet must not be identical to the LAN subnet.;Das VPN-Subnetz darf nicht identisch zum Subnetz im LAN sein.;VPN-Subnet ve LAN-Subnet aynı olmamalıdır.;The VPN subnet must not be identical to the LAN subnet.;The VPN subnet must not be identical to the LAN subnet.;La subred VPN no puede ser idéntica a la subred LAN.;The VPN subnet must not be identical to the LAN subnet.;;Das VPN-Subnetz darf nicht identisch zum Subnetz im LAN sein.;The VPN subnet must not be identical to the LAN subnet.;VPN-Subnet ve LAN-Subnet aynı olmamalıdır.;Das VPN-Subnetz darf nicht identisch zum Subnetz im LAN sein.;The VPN subnet must not be identical to the LAN subnet.;The VPN subnet must not be identical to the LAN subnet.
310022;The VPN subnet must not be identical to guest WiFi subnet.;Das VPN-Subnet darf nicht identisch zum Subnetz im Gast W-LAN sein.;VPN-Subnet ve misafir WiFi-Subnet aynı olmamalıdır.;The VPN subnet must not be identical to guest WiFi subnet.;The VPN subnet must not be identical to guest WiFi subnet.;La subred VPN no puede ser idéntica a la subred WiFi de invitados.;The VPN subnet must not be identical to guest WiFi subnet.;;Das VPN-Subnet darf nicht identisch zum Subnetz im Gast W-LAN sein.;The VPN subnet must not be identical to guest WiFi subnet.;VPN-Subnet ve misafir WiFi-Subnet aynı olmamalıdır.;Das VPN-Subnet darf nicht identisch zum Subnetz im Gast W-LAN sein.;The VPN subnet must not be identical to guest WiFi subnet.;The VPN subnet must not be identical to guest WiFi subnet.
310023;The selected port cannot be configured as it is already in use. Please use a different port.;Der ausgewählte Port kann nicht konfiguriert werden, da dieser bereits verwendet wird. Wählen Sie bitte einen anderen Port aus;Seçilen port kullanımda ve konfigüre edilemez. Farklı bir port seçin.;The selected port cannot be configured as it is already in use. Please use a different port.;The selected port cannot be configured as it is already in use. Please use a different port.;El puerto seleccionado ya está en uso. Use un puerto diferente.;The selected port cannot be configured as it is already in use. Please use a different port.;;Der ausgewählte Port kann nicht konfiguriert werden, da dieser bereits verwendet wird. Wählen Sie bitte einen anderen Port aus;The selected port cannot be configured as it is already in use. Please use a different port.;Seçilen port kullanımda ve konfigüre edilemez. Farklı bir port seçin.;Der ausgewählte Port kann nicht konfiguriert werden, da dieser bereits verwendet wird. Wählen Sie bitte einen anderen Port aus;The selected port cannot be configured as it is already in use. Please use a different port.;The selected port cannot be configured as it is already in use. Please use a different port.
310024;The selected port cannot be configured as it is reserved for internal usage. Please use a different port.;Der ausgewählte Port kann nicht konfiguriert werden, da dieser für den internen Gebrauch reserviert ist. Wählen Sie bitte einen anderen Port aus. ;Bu port iç kullanım için ayrılmıştır ve konfigüre edilemez. Farklı bir port seçin. ;The selected port cannot be configured as it is reserved for internal usage. Please use a different port.;The selected port cannot be configured as it is reserved for internal usage. Please use a different port.;El puerto seleccionado está reservado para uso interno. Use un puerto diferente.;The selected port cannot be configured as it is reserved for internal usage. Please use a different port.;;Der ausgewählte Port kann nicht konfiguriert werden, da dieser für den internen Gebrauch reserviert ist. Wählen Sie bitte einen anderen Port aus. ;The selected port cannot be configured as it is reserved for internal usage. Please use a different port.;Bu port iç kullanım için ayrılmıştır ve konfigüre edilemez. Farklı bir port seçin. ;Der ausgewählte Port kann nicht konfiguriert werden, da dieser für den internen Gebrauch reserviert ist. Wählen Sie bitte einen anderen Port aus. ;The selected port cannot be configured as it is reserved for internal usage. Please use a different port.;The selected port cannot be configured as it is reserved for internal usage. Please use a different port.
311001;Preferred;Bevorzugt;Tercih edilen;Preferred;Preferred;Preferida;Preferred;;Bevorzugt;Preferred;Tercih edilen;Bevorzugt;Preferred;Preferred
311002;Random;Zufällig;Rasgele;Random;Random;Aleatoria;Random;;Zufällig;Random;Rasgele;Zufällig;Random;Random
311003;Prefix;Präfix;Ön ek;Prefix;Prefix;Prefijo;Prefix;;Präfix;Prefix;Ön ek;Präfix;Prefix;Prefix
311004;on reconnect;bei erneuter Verbindung;Tekrar bağlantı kurulduğunda;on reconnect;on reconnect;al volver a conectar;on reconnect;;bei erneuter Verbindung;on reconnect;Tekrar bağlantı kurulduğunda;bei erneuter Verbindung;on reconnect;on reconnect
311005;on DHCP renew;bei DHCP-Erneuerung;DHCP yenilendiğinde;on DHCP renew;on DHCP renew;al renovar DHCP;on DHCP renew;;bei DHCP-Erneuerung;on DHCP renew;DHCP yenilendiğinde;bei DHCP-Erneuerung;on DHCP renew;on DHCP renew
311006;timer based;zeitgesteuert;Zaman kontrollü;timer based;timer based;basada en temporizador;timer based;;zeitgesteuert;timer based;Zaman kontrollü;zeitgesteuert;timer based;timer based
311007;Trigger;Trigger;Trigger;Trigger;Trigger;Trigger;Trigger;;Trigger;Trigger;Trigger;Trigger;Trigger;Trigger
311008;renew between;erneuern zwischen;Yenile;renew between;renew between;renovar entre;renew between;;erneuern zwischen;renew between;Yenile;erneuern zwischen;renew between;renew between
311009;and;und;ile;and;and;y;and;;und;and;ile;und;and;and
311010;Renew now;jetzt erneuern;Şimdi yenile;Renew now;Renew now;Renovar ahora;Renew now;;jetzt erneuern;Renew now;Şimdi yenile;jetzt erneuern;Renew now;Renew now
311011;Prefix-Mode IPv6;Präfix-Modus IPv6;Ön ek modu IPv6;Prefix-Mode IPv6;Prefix-Mode IPv6;Prefix-Mode IPv6;Prefix-Mode IPv6;;Präfix-Modus IPv6;Prefix-Mode IPv6;Ön ek modu IPv6;Präfix-Modus IPv6;Prefix-Mode IPv6;Prefix-Mode IPv6
311012;This page is still under construction.;Diese Seite wird aktuell nicht unterstützt.;inşa halinde;This page is still under construction.;NA;NA;This page is still under construction.;;Diese Seite wird aktuell nicht unterstützt.;This page is still under construction.;inşa halinde;Diese Seite wird aktuell nicht unterstützt.;This page is still under construction.;This page is still under construction.
311013;Internet;Internet;İnternet;Internet;Internet;Internet;Internet;;Internet;Internet;İnternet;Internet;Internet;Internet
311014;Show current prefix;;Geçerli öneki göster;NA;;;NA;NA;Zeigt derzeitigen Präfix;Show current prefix;Geçerli öneki göster;Zeigt derzeitigen Präfix;Show current prefix;Show current prefix
312001;NA;NA;NA;URL Filtering;URL Filtering;Filtrado de URL;URL Filtering;;NA;NA;NA;NA;NA;NA
312002;NA;NA;NA;Allow/Block acces to given URLs or domains.;Allow/Block acces to given URLs or domains.;Permitir / Bloquear acceso a las direcciones URL o dominios dados.;Allow/Block acces to given URLs or domains.;;NA;NA;NA;NA;NA;NA
312003;NA;NA;NA;Mode;Mode;Modo;Mode;;NA;NA;NA;NA;NA;NA
312004;NA;NA;NA;Allow Access;Allow Access;Permitir acceso;Allow Access;;NA;NA;NA;NA;NA;NA
312005;NA;NA;NA;Block Access;Block Access;Bloquear el acceso;Block Access;;NA;NA;NA;NA;NA;NA
312006;NA;NA;NA;URL;URL;URL;URL;;NA;NA;NA;NA;NA;NA
312007;NA;NA;NA;No rules set.;No rules set.;No hay reglas establecidas.;No rules set.;;NA;NA;NA;NA;NA;NA
313001;NA;NA;NA;NA;WAN;WAN;NA;;NA;NA;NA;NA;NA;NA
313002;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
313003;NA;NA;NA;NA;Device;Dispositivo;NA;;NA;NA;NA;NA;NA;NA
313004;NA;NA;NA;NA;Connection Type;Tipo de conexión;NA;;NA;NA;NA;NA;NA;NA
313005;NA;NA;NA;NA;Connection status;Estado de la conexión;NA;;NA;NA;NA;NA;NA;NA
313006;NA;NA;NA;NA;Disconnected;Desconectado;NA;;NA;NA;NA;NA;NA;NA
313007;NA;NA;NA;NA;Connection is used for;La conexión se utiliza para;NA;;NA;NA;NA;NA;NA;NA
313008;NA;NA;NA;NA;Data/Voice;Datos / Voz;NA;;NA;NA;NA;NA;NA;NA
313009;NA;NA;NA;NA;ATM Settings;Ajustes ATM;NA;;NA;NA;NA;NA;NA;NA
313010;NA;NA;NA;NA;VPI [0-255];VPI [0-255];NA;;NA;NA;NA;NA;NA;NA
313011;NA;NA;NA;NA;VCI [32-65535];VCI [32-65535];NA;;NA;NA;NA;NA;NA;NA
313012;NA;NA;NA;NA;Encapsulation Mode;Modo de encapsulación;NA;;NA;NA;NA;NA;NA;NA
313013;NA;NA;NA;NA;Service Category;Categoría de servicio;NA;;NA;NA;NA;NA;NA;NA
313014;NA;NA;NA;NA;Network Address Translation;Network Address Translation;NA;;NA;NA;NA;NA;NA;NA
313015;NA;NA;NA;NA;Firewall;Firewall;NA;;NA;NA;NA;NA;NA;NA
313016;NA;NA;NA;NA;PPP Settings;Configuración de PPP;NA;;NA;NA;NA;NA;NA;NA
313017;NA;NA;NA;NA;Authentication Method;Método de autenticación;NA;;NA;NA;NA;NA;NA;NA
313018;NA;NA;NA;NA;ALL;TODO;NA;;NA;NA;NA;NA;NA;NA
313019;NA;NA;NA;NA;Connection Trigger;Connection Trigger;NA;;NA;NA;NA;NA;NA;NA
313020;NA;NA;NA;NA;Always Connected;Siempre conectado;NA;;NA;NA;NA;NA;NA;NA
313021;NA;NA;NA;NA;LCP Echo request interval (sec);LCP Echo request interval (sec);NA;;NA;NA;NA;NA;NA;NA
313022;NA;NA;NA;NA;Obtain DNS Servers automatically;Obtener servidores DNS de forma automática;NA;;NA;NA;NA;NA;NA;NA
313023;NA;NA;NA;NA;Username;Nombre de usuario;NA;;NA;NA;NA;NA;NA;NA
