ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
604014;Please enter a hostname or IP address to execute the Ping test.;Bitte geben Sie einen Domänennamen oder eine gültige IP-Adresse ein, um den Ping-Test zu starten.;Ping testini başlatmak için lütfen bir host adı veya geçerli bir IP adresi giriniz.;Please enter a hostname or IP address to execute the Ping test.;Please enter a hostname or IP address to execute the Ping test.;Por favor escriba el nombre o dirección IP para ejecutar la prueba de ping.;Please enter a hostname or IP address to execute the Ping test.;;Bitte geben Sie einen Domänennamen oder eine gültige IP-Adresse ein, um den Ping-Test zu starten.;Please enter a valid hostname or IP address to execute the Ping test.;Ping testini başlatmak için lütfen bir host adı veya geçerli bir IP adresi giriniz.;Bitte geben Sie einen Domänennamen oder eine gültige IP-Adresse ein, um den Ping-Test zu starten.;Please enter a valid hostname or IP address to execute the Ping test.;Please enter a valid hostname or IP address to execute the Ping test.
604015;Ping;Ping-Test;Ping testi;Ping;Ping;Ping;Ping;;Ping-Test;Ping;Ping testi;Ping-Test;Ping;Ping
604016;Ping Test in Progress;Ping-Test wird durchgeführt;Ping testi gerçekleştiriliyor;Ping Test in Progress;Ping Test in Progress;Ping Test in Progress;Ping Test in Progress;;Ping-Test wird durchgeführt;Ping Test in Progress;Ping testi gerçekleştiriliyor;Ping-Test wird durchgeführt;Ping Test in Progress;Ping Test in Progress
604017;Ping Test Failed;Ping-Test abgebrochen;Ping testi iptal edildi;Ping Test Failed;Ping Test Failed;Ping Test Failed;Ping Test Failed;;Ping-Test abgebrochen;Ping Test Failed;Ping testi iptal edildi;Ping-Test abgebrochen;Ping Test Failed;Ping Test Failed
604018;The ping test failed to complete. Please check the IP address you specified, and try again.;Der Ping-Test konnte nicht durchgeführt werden. Bitte überprüfen Sie die eingegebene IP-Adresse und versuchen es erneut.;Ping testi gerçekleştirilemedi. Lütfen girilen IP adresini kontrol ediniz ve tekrar deneyiniz.;The ping test failed to complete. Please check the IP address you specified, and try again.;The ping test failed to complete. Please check the IP address you specified, and try again.;La prueba de ping no se pudo completar. Por favor, compruebe la dirección IP que ha especificado y vuelva a intentarlo.;The ping test failed to complete. Please check the IP address you specified, and try again.;;Der Ping-Test konnte nicht durchgeführt werden. Bitte überprüfen Sie die eingegebene IP-Adresse und versuchen Sie es erneut.;The ping test failed to complete. Please check the IP address you specified and try again.;Ping testi gerçekleştirilemedi. Lütfen girilen IP adresini kontrol ediniz ve tekrar deneyiniz.;Der Ping-Test konnte nicht durchgeführt werden. Bitte überprüfen Sie die eingegebene IP-Adresse und versuchen Sie es erneut.;The ping test failed to complete. Please check the IP address you specified and try again.;The ping test failed to complete. Please check the IP address you specified and try again.
604019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
604020;Ping Test Successful;Ping-Test erfolgreich;Ping testi başarılı;Ping Test Successful;Ping Test Successful;Prueba de ping finalizó con éxito;Ping Test Successful;;Ping-Test erfolgreich;Ping Test Successful;Ping testi başarılı;Ping-Test erfolgreich;Ping Test Successful;Ping test successful to www.vodafone.de
604021;DNS Server;DNS Server;DNS sunucusu;DNS Server;DNS Server;Servidor DNS;DNS Server;;DNS-Server;DNS Server;DNS sunucusu;DNS-Server;DNS Server;DNS Server
604022;IP Address;IP Adresse;IP adresi;IP Address;IP Address;Dirección IP;IP Address;;IP-Adresse;IP Address;IP adresi;IP-Adresse;IP Address;IP Address
604023;Packet Sucess Rate;Packet Sucess Rate;Packet Success Rate;Packet Sucess Rate;Packet Sucess Rate;Packet Sucess Rate;Packet Sucess Rate;;Erfolgsrate;Packet Success Rate;Packet Success Rate;Erfolgsrate;Packet Success Rate;Packet Success Rate
604024;Packet Size;Packet Size;Packet Size;Packet Size;Packet Size;Packet Size;Packet Size;;Paketgröße;Packet Size;Packet Size;Paketgröße;Packet Size;Packet Size
604025;Average Roundtrip Time;Durchschnittliche Durchlaufszeit;Ortalama işlem süresi;Average Roundtrip Time;Average Roundtrip Time;Average Roundtrip Time;Average Roundtrip Time;;Durchschnittliche Laufzeit;Average Roundtrip Time;Ortalama işlem süresi;Durchschnittliche Laufzeit;Average Roundtrip Time;Average Roundtrip Time
604026;from;von;değer;from;from;de;from;;von;from;değer;von;from;from
604027;ms;ms;ms;ms;ms;ms;ms;;ms;ms;ms;ms;ms;ms
604028;Tracing Tool;Tracing Tool;Tracing Tool;Tracing Tool;Tracing Tool;Herramienta de traceo;Tracing Tool;;Tracing Tool;Tracing Tool;Tracing Tool;Tracing Tool;Tracing Tool;Tracing Tool
604029;Connection Type;Verbindungsart;Bağlantı türü;Connection Type;Connection Type;Tipo de conexión;Connection Type;;Verbindungsart;Connection Type;Bağlantı türü;Verbindungsart;Connection Type;Connection Type
604030;Please choose the connection type and location where you would like to save the tracing to. The tracing will then begin automatically in a separate popup window.;Bitte wählen Sie die Verbindungsart und den Speicherort, wo die Prüfdaten abgelegt werden sollen. Die Prüfung startet dann automatisch in einem separaten Fenster.;Lütfen bağlantı türünü ve kontrol değerlerinin kaydedileceği yeri seçiniz. Kontrol işlemi ayrı bir pencerede otomatik olarak başlatılır.;Please choose the connection type and location where you would like to save the tracing to. The tracing will then begin automatically in a separate popup window.;Please choose the connection type and location where you would like to save the tracing to. The tracing will then begin automatically in a separate popup window.;Por favor, elija el tipo de conexión y la ubicación en la que desea guardar el traceo. El traceo comenzará automáticamente en una nueva ventana;Please choose the connection type and location where you would like to save the tracing to. The tracing will then begin automatically in a separate popup window.;;Bitte wählen Sie die Verbindungsart und den Speicherort, wo die Prüfdaten abgelegt werden sollen. Die Prüfung startet dann automatisch in einem separaten Fenster.;Please choose the connection type and location where you would like to save the tracing. The tracing will then begin automatically in a separate popup window.;Lütfen bağlantı türünü ve kontrol değerlerinin kaydedileceği yeri seçiniz. Kontrol işlemi ayrı bir pencerede otomatik olarak başlatılır.;Bitte wählen Sie die Verbindungsart und den Speicherort, wo die Prüfdaten abgelegt werden sollen. Die Prüfung startet dann automatisch in einem separaten Fenster.;Please choose the connection type and location where you would like to save the tracing. The tracing will then begin automatically in a separate popup window.;Please choose the connection type and location where you would like to save the tracing. The tracing will then begin automatically in a separate popup window.
604031;Tracing in Progress;Prüfung wird durchgeführt;Kontrol işlemi gerçekleştiriliyor;Tracing in Progress;Tracing in Progress;Traceo en proceso;Tracing in Progress;;Prüfung wird durchgeführt;Tracing in Progress;Kontrol işlemi gerçekleştiriliyor;Prüfung wird durchgeführt;Tracing in Progress;Tracing in Progress
604032;Your EasyBox is now recording all connection events.;Ihre EasyBox zeichnet nun alle Verbindungsereignisse auf.;EasyBox cihazınız şimdi tüm bağlantı olaylarını kaydediyor.;Your EasyBox is now recording all connection events.;Your router is now recording all connection events.;Su router está grabando todos los eventos de conexión.;Your EasyBox is now recording all connection events.;;Ihre EasyBox zeichnet nun alle Verbindungsereignisse auf.;Your EasyBox is now recording all connection events.;EasyBox cihazınız şimdi tüm bağlantı olaylarını kaydediyor.;Ihre EasyBox zeichnet nun alle Verbindungsereignisse auf.;Your EasyBox is now recording all connection events.;Your PlusBox is now recording all connection events.
604033;This process runs in the background, so you can close this window. A message box below the menu will indicate this process is still running, and on this message box you can press Stop at any time. You can then view the results file.;Dieser Prozess läuft im Hintergrund, deshalb können Sie dieses Fenster schließen. Ein Hinweis unter dem Menu zeigt, dass der Prozess noch läuft, dort können Sie den Prozess jederzeit stoppen und sich die Ergebnisse anzeigen lassen.;Bu işlem arka planda çalıştığı için bu pencereyi kapatabilirsiniz. Menünün altında görünen bir not işlemin devam ettiğini gösterir. Orada işlemi istediğiniz zaman durdurabilir ve sonuçları görüntüleyebilirsiniz.;This process runs in the background, so you can close this window. A message box below the menu will indicate this process is still running, and on this message box you can press Stop at any time. You can then view the results file.;This process runs in the background, so you can close this window. A message box below the menu will indicate this process is still running, and on this message box you can press Stop at any time. You can then view the results file.;Este proceso se ejecuta en segundo plano, por lo que se puede cerrar esta ventana. Un cuadro de mensaje que aparece bajo el menú indicará si el proceso está aún en marcha, y en este cuadro de mensaje puede pulsar STOP en cualquier momento. A continuación, puede ver el archivo de resultados.;This process runs in the background, so you can close this window. A message box below the menu will indicate this process is still running, and on this message box you can press Stop at any time. You can then view the results file.;;Dieser Prozess läuft im Hintergrund, deshalb können Sie dieses Fenster schließen. Ein Hinweis unter dem Menu zeigt, dass der Prozess noch läuft, dort können Sie den Prozess jederzeit stoppen und sich die Ergebnisse anzeigen lassen.;This process runs in the background, so you can close this window. A message box below the menu will indicate this process is still running, and on this message box you can press Stop at any time. You can then view the results file.;Bu işlem arka planda çalıştığı için bu pencereyi kapatabilirsiniz. Menünün altında görünen bir not işlemin devam ettiğini gösterir. Orada işlemi istediğiniz zaman durdurabilir ve sonuçları görüntüleyebilirsiniz.;Dieser Prozess läuft im Hintergrund, deshalb können Sie dieses Fenster schließen. Ein Hinweis unter dem Menu zeigt, dass der Prozess noch läuft, dort können Sie den Prozess jederzeit stoppen und sich die Ergebnisse anzeigen lassen.;This process runs in the background, so you can close this window. A message box below the menu will indicate this process is still running, and on this message box you can press Stop at any time. You can then view the results file.;This process runs in the background, so you can close this window. A message box below the menu will indicate this process is still running, and on this message box you can press Stop at any time. You can then view the results file.
604034;Your EasyBox is now recording all connection events. You can press Stop at any time and view the results file. ;Ihre EasyBox zeichnet nun alle Verbindungsereignisse auf. Sie können jederzeit stoppen und sich die Ergebnisse anzeigen lassen.;EasyBox cihazınız şimdi tüm bağlantı olaylarını kaydediyor. İşlemi istediğiniz zaman durdurabilir ve sonuçları görüntüleyebilirsiniz.;Your EasyBox is now recording all connection events. You can press Stop at any time and view the results file. ;Your router is now recording all connection events. You can press Stop at any time and view the results file.;Su router está grabando todos los eventos de conexión. Puede pulsar Detener en cualquier momento y ver el archivo de resultados.;Your EasyBox is now recording all connection events. You can press Stop at any time and view the results file. ;;Ihre EasyBox zeichnet nun alle Verbindungsereignisse auf. Sie können jederzeit stoppen und sich die Ergebnisse anzeigen lassen.;Your EasyBox is now recording all connection events. You can press Stop at any time and view the results file. ;EasyBox cihazınız şimdi tüm bağlantı olaylarını kaydediyor. İşlemi istediğiniz zaman durdurabilir ve sonuçları görüntüleyebilirsiniz.;Ihre EasyBox zeichnet nun alle Verbindungsereignisse auf. Sie können jederzeit stoppen und sich die Ergebnisse anzeigen lassen.;Your EasyBox is now recording all connection events. You can press Stop at any time and view the results file. ;Your PlusBox is now recording all connection events. You can press Stop at any time and view the results file. 
604035;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
604036;Bytes;Bytes;Bytes;Bytes;Bytes;Bytes;Bytes;;Bytes;Bytes;Bytes;Bytes;Bytes;Bytes
604037;WAN/Data;WAN/Data;WAN/Data;WAN/Data;WAN/Data;WAN/Data;WAN/Data;;WAN/Data;WAN/Data;WAN/Data;WAN/Data;WAN/Data;WAN/Data
604038;WAN/Voice;WAN/Voice;WAN/Voice;WAN/Voice;WAN/Voice;WAN/Voice;WAN/Voice;;WAN/Voice;WAN/Voice;WAN/Voice;WAN/Voice;WAN/Voice;WAN/Voice
604039;LAN/Main;LAN/Main;LAN/Main;LAN/Main;LAN/Main;LAN/Main;LAN/Main;;LAN/Main;LAN/Main;LAN/Main;LAN/Main;LAN/Main;LAN/Main
604040;LAN/Guest;LAN/Guest;LAN/Guest;LAN/Guest;LAN/Guest;LAN/Guest;LAN/Guest;;LAN/Guest;LAN/Guest;LAN/Guest;LAN/Guest;LAN/Guest;LAN/Guest
604041;UMTS;UMTS;3G;UMTS;UMTS;UMTS;UMTS;;UMTS;UMTS;3G;UMTS;UMTS;UMTS
604042;ANY;ANY;ANY;ANY;ANY;CUALQUIER;ANY;;ANY;ANY;ANY;ANY;ANY;ANY
604043;Diagnosis Failed.;Diagnose fehlgeschlagen;Teşhis başarısız;Diagnosis Failed.;Diagnosis Failed.;Fallo de diagnóstico;Diagnosis Failed.;;Diagnose fehlgeschlagen;Diagnosis Failed.;Teşhis başarısız;Diagnose fehlgeschlagen;Diagnosis Failed.;Diagnosis Failed.
604044;Diagnosis failed to complete.;Diagnose nicht fertiggestellt;Teşhis tamamlanmadı;Diagnosis failed to complete.;Diagnosis failed to complete.;El diagnóstico no se pudo completar.;Diagnosis failed to complete.;;Diagnose nicht fertiggestellt;Diagnosis failed to complete.;Teşhis tamamlanmadı;Diagnose nicht fertiggestellt;Diagnosis failed to complete.;Diagnosis failed to complete.
604045;(no description available);keine Beschreibung verfügbar;Açıklama mevcut değildir;(no description available);(no description available);(Sin descripción);(no description available);;keine Beschreibung verfügbar;(no description available);Açıklama mevcut değildir;keine Beschreibung verfügbar;(no description available);(no description available)
604046;Please provide a valid hostname or IP address for a ping target.;Bitte einen gültigen Hostnamen oder eine IP Adresse für ping test eingeben;Lütfen geçerli bir Hostname veya IP adresi kullanın;Please provide a valid hostname or IP address for a ping target.;Please provide a valid hostname or IP address for a ping target.;Proporcione una dirección de host o dirección IP válida para un objetivo ping.;Please provide a valid hostname or IP address for a ping target.;;Bitte einen gültigen Hostnamen oder eine IP Adresse für ping test eingeben;Please provide a valid hostname or IP address for a ping target.;Lütfen geçerli bir Hostname veya IP adresi kullanın;Bitte einen gültigen Hostnamen oder eine IP Adresse für ping test eingeben;Please provide a valid hostname or IP address for a ping target.;Please provide a valid hostname or IP address for a ping target.
604047;Guest WiFi;Gast W-LAN;Misafir WiFi;Guest WiFi;Guest WiFi;WiFi de invitados;Guest WiFi;;Gast WLAN;Guest WiFi;Misafir WiFi;Gast WLAN;Guest WiFi;Guest WiFi
604048;LAN;LAN;LAN;LAN;LAN;LAN;LAN;;LAN;LAN;LAN;LAN;LAN;LAN
604049;WAN;WAN;WAN;WAN;WAN;WAN;WAN;;WAN;WAN;WAN;WAN;WAN;WAN
604050;Vodafone TV Test;Vodafone TV Test;Vodafone TV Test;Vodafone TV Test;Vodafone TV Test;Prueba de Vodafone TV;Vodafone TV Test;;Vodafone TV Test;Vodafone TV Test;Vodafone TV Test;Vodafone TV Test;Vodafone TV Test;Vodafone TV Test
604051;Vodafone TV Test Running;Vodafone TV Test läuft;Vodafone TV test çalışması;Vodafone TV Test Running;Vodafone TV Test Running;Prueba de Vodafone TV en ejecución;Vodafone TV Test Running;;Vodafone TV Test läuft;Vodafone TV Test Running;Vodafone TV test çalışması;Vodafone TV Test läuft;Vodafone TV Test Running;Vodafone TV Test Running
604052;Vodafone TV Test Failed;Vodafone TV Test fehlgeschlagen;Vodafone TV Test başarısız;Vodafone TV Test Failed;Vodafone TV Test Failed;La Prueba de Vodafone TV ha fallado;Vodafone TV Test Failed;;Vodafone TV Test fehlgeschlagen;Vodafone TV Test Failed;Vodafone TV Test başarısız;Vodafone TV Test fehlgeschlagen;Vodafone TV Test Failed;Vodafone TV Test Failed
604053;The Vodafone TV test failed to complete. Please check the IP address you specified, and try again.;Der Vodafone TV Test konnte nicht durchgeführt werden. Überprüfen sie bitte ihre Netzwerkeinstellungen und versuchen es erneut. ;Vodafone TV test tamamlayamadı. Belirttiğiniz IP adresini kontrol edin ve tekrar deneyin.;The Vodafone TV test failed to complete. Please check the IP address you specified, and try again.;The Vodafone TV test failed to complete. Please check the IP address you specified, and try again.;La prueba de Vodafone TV no se pudo completar. Por favor, compruebe la dirección IP que ha especificado y vuelva a intentarlo.;The Vodafone TV test failed to complete. Please check the IP address you specified, and try again.;;Der Vodafone TV Test konnte nicht durchgeführt werden. Überprüfen sie bitte ihre Netzwerkeinstellungen und versuchen Sie es erneut. ;The Vodafone TV test failed to complete. Please check the IP address you specified, and try again.;Vodafone TV test tamamlayamadı. Belirttiğiniz IP adresini kontrol edin ve tekrar deneyin.;Der Vodafone TV Test konnte nicht durchgeführt werden. Überprüfen sie bitte ihre Netzwerkeinstellungen und versuchen Sie es erneut. ;The Vodafone TV test failed to complete. Please check the IP address you specified, and try again.;The Vodafone TV test failed to complete. Please check the IP address you specified, and try again.
604054;Vodafone TV Test Successful;Vodafone TV Test erfolgreich;Vodafone TV Test başarılı;Vodafone TV Test Successful;Vodafone TV Test Successful;Prueba de Vodafone TV finalizada con éxito;Vodafone TV Test Successful;;Vodafone TV Test erfolgreich;Vodafone TV Test Successful;Vodafone TV Test başarılı;Vodafone TV Test erfolgreich;Vodafone TV Test Successful;Vodafone TV Test Successful
604055;This diagnosis should take up to 2 minutes and cannot be cancelled once it has been started.;Diese Diagnose dauert bis zu 2 Minuten und kann nach dem Start nicht mehr unterbrochen werden.;Bu teşhis 2 dakika kadar sürebilir ve kapatılamaz. ;This diagnosis should take up to 2 minutes and cannot be cancelled once it has been started.;This diagnosis should take up to 2 minutes and cannot be cancelled once it has been started.;Este diagnóstico suele tardar unos 2 minutos y no se puede cancelar una vez que se ha iniciado.;This diagnosis should take up to 2 minutes and cannot be cancelled once it has been started.;;Diese Diagnose dauert bis zu 2 Minuten und kann nach dem Start nicht mehr unterbrochen werden.;This diagnosis should take up to 2 minutes and cannot be cancelled once it has been started.;Bu teşhis 2 dakika kadar sürebilir ve kapatılamaz. ;Diese Diagnose dauert bis zu 2 Minuten und kann nach dem Start nicht mehr unterbrochen werden.;This diagnosis should take up to 2 minutes and cannot be cancelled once it has been started.;This diagnosis should take up to 2 minutes and cannot be cancelled once it has been started.
604056;Tracing attempt failed;Tracing Versuch fehlgeschlagen;Girişimi Tracing başarısız;Tracing attempt failed;Tracing attempt failed;Intento de traceo fallido;Tracing attempt failed;;Tracing Versuch fehlgeschlagen;Tracing attempt failed;Girişimi Tracing başarısız;Tracing Versuch fehlgeschlagen;Tracing attempt failed;Tracing attempt failed
604057;WAN VF TV Status;WAN VF TV Status;WAN VF TV Status;WAN VF TV Status;WAN VF TV Status;Estado de WAN VF TV;WAN VF TV Status;;WAN VF TV Status;WAN VF TV Status;WAN VF TV Status;WAN VF TV Status;WAN VF TV Status;WAN VF TV Status
604058;Up;Aktiv;Aktif;Up;Up;Up;Up;;Aktiv;Up;Aktif;Aktiv;Up;Up
604059;Down;Ausgefallen;Olağandışı;Down;Down;Down;Down;;Ausgefallen;Down;Olağandışı;Ausgefallen;Down;Down
604060;Failed;Fehlerhaft;Hatalı;Failed;;;Failed;;Fehlerhaft;Failed;Hatalı;Fehlerhaft;Failed;Failed
604061;OK;OK;Tamam;OK;;;OK;;OK;OK;Tamam;OK;OK;OK
604062;NOK;NOK;Iyi değil;NOK;;;NOK;;NOK;NOK;Iyi değil;NOK;NOK;NOK
604063;EPG;EPG;EPG;EPG;;;EPG;;EPG;EPG;EPG;EPG;EPG;EPG
604064;Notification Server;Notification Server;Notification Server;Notification Server;;;Notification Server;;Notification Server;Notification Server;Notification Server;Notification Server;Notification Server;Notification Server
604065;Software Download Server;Software Download Server;Software Download Server;Software Download Server;;;Software Download Server;;Software Download Server;Software Download Server;Software Download Server;Software Download Server;Software Download Server;Software Download Server
604066;NTP Server;NTP Server;NTP Server;NTP Server;;;NTP Server;;NTP Server;NTP Server;NTP Server;NTP Server;NTP Server;NTP Server
604067;Secure GW;Secure GW;Secure GW;Secure GW;;;Secure GW;;Secure GW;Secure GW;Secure GW;Secure GW;Secure GW;Secure GW
604068;WAN/IPTV;WAN/IPTV;WAN/IPTV;WAN/IPTV;WAN/IPTV;WAN/IPTV;WAN/IPTV;;WAN/IPTV;WAN/IPTV;WAN/IPTV;WAN/IPTV;WAN/IPTV;WAN/IPTV
605001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
605002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
605003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
606001;Event Log;Ereignis-Logbuch;Olaylar günlüğü;Event Log;Event Log;Syslog;Event Log;;Ereignis-Logbuch;Event Log;Olaylar günlüğü;Ereignis-Logbuch;Event Log;Event Log
606002;Select the categories for which you would like to view the event log.;Wählen Sie die Kategorien, welche Sie im Ereignis-Logbuch angezeigt bekommen möchten.;Olaylar günlüğünde gösterilmesini istediğiniz kategorileri seçiniz.;Select the categories for which you would like to view the event log.;Select the categories for which you would like to view the event log.;Seleccione las categorías que le gustaría ver en el log.;Select the categories for which you would like to view the event log.;;Wählen Sie die Kategorien, welche Sie im Ereignis-Logbuch angezeigt bekommen möchten.;Select the categories for which you would like to view the event log.;Olaylar günlüğünde gösterilmesini istediğiniz kategorileri seçiniz.;Wählen Sie die Kategorien, welche Sie im Ereignis-Logbuch angezeigt bekommen möchten.;Select the categories for which you would like to view the event log.;Select the categories for which you would like to view the event log.
606003;Categories to Show;Anzuzeigende Kategorien;Gösterilecek kategoriler;Categories to Show;Categories to Show;Categorías para Mostrar;Categories to Show;;Anzuzeigende Kategorien;Categories to Show;Gösterilecek kategoriler;Anzuzeigende Kategorien;Categories to Show;Categories to Show
606004;System;System;Sistem;System;System;Sistema;System;;System;System;Sistem;System;System;System
606005;WAN;WAN;WAN;WAN;WAN;WAN;WAN;;WAN;WAN;WAN;WAN;WAN;WAN
606006;LAN;LAN;LAN;LAN;LAN;LAN;LAN;;LAN;LAN;LAN;LAN;LAN;LAN
606007;Voice;Sprache;Konuşma;Voice;Voice;Voice;Voice;;Sprache;Voice;Konuşma;Sprache;Voice;Voice
606008;Data;Daten ;Veri;Data;Data;Data;Data;;Daten ;Data;Veri;Daten ;Data;Data
606009;ACS;ACS;ACS;ACS;ACS;ACS;ACS;;ACS;ACS;ACS;ACS;ACS;ACS
606010;UMTS;UMTS;3G;UMTS;UMTS;UMTS;UMTS;;UMTS;UMTS;3G;UMTS;UMTS;UMTS
606011;Events to Show;Angezeigte Ereignisse;Gösterilen olaylar;Events to Show;Events to Show;Eventos para mostrar;Events to Show;;Angezeigte Ereignisse;Events to Show;Gösterilen olaylar;Angezeigte Ereignisse;Events to Show;Events to Show
606012;Only Errors and Warnings;Nur Fehler und Warnungen;Sadece hatalar ve uyarılar;Only Errors and Warnings;Only Errors and Warnings;Sólo errores y advertencias;Only Errors and Warnings;;Nur Fehler und Warnungen;Only Errors and Warnings;Sadece hatalar ve uyarılar;Nur Fehler und Warnungen;Only Errors and Warnings;Only Errors and Warnings
606013;All Events;Alle Ereignisse;Tüm olaylar;All Events;All Events;Todos los eventos;All Events;;Alle Ereignisse;All Events;Tüm olaylar;Alle Ereignisse;All Events;All Events
606014;Event Log;Ereignis-Logbuch;Olaylar günlüğü;Event Log;Event Log;Syslog;Event Log;;Ereignis-Logbuch;Event Log;Olaylar günlüğü;Ereignis-Logbuch;Event Log;Event Log
606015;Date;Datum;Tarih;Date;Date;Fecha;Date;;Datum;Date;Tarih;Datum;Date;Date
606016;Time;Uhrzeit;Saat;Time;Time;Hora;Time;;Uhrzeit;Time;Saat;Uhrzeit;Time;Time
606017;Log Details;Details;Ayrıntılar;Log Details;Log Details;Detalles sesión;Log Details;;Details;Log Details;Ayrıntılar;Details;Log Details;Log Details
606018;Category;Kategorie;Kategori;Category;Category;Categoría;Category;;Kategorie;Category;Kategori;Kategorie;Category;Category
606019;Possible intrusion attempt;Möglicher Eindringversuch;Olası içeri sızma denemesi;Possible intrusion attempt;Possible intrusion attempt;Posible intento de intrusión;Possible intrusion attempt;;Möglicher Eindringversuch;Possible intrusion attempt;Olası içeri sızma denemesi;Möglicher Eindringversuch;Possible intrusion attempt;Possible intrusion attempt
606020;Failed to dial number;Nummer nicht gewählt;Numara aranmadı;Failed to dial number;Failed to dial number;No se ha podido marcar el número;Failed to dial number;;Nummer nicht gewählt;Failed to dial number;Numara aranmadı;Nummer nicht gewählt;Failed to dial number;Failed to dial number
606021;login success;Login erfolgreich;Sisteme giriş başarılı;login success;login success;Registro con éxito;login success;;Login erfolgreich;login success;Sisteme giriş başarılı;Login erfolgreich;login success;login success
606022;Sending ACK to;ACK gesendet zu;ACK gönderildi;Sending ACK to;Sending ACK to;Enviando ACK a;Sending ACK to;;ACK gesendet zu;Sending ACK to;ACK gönderildi;ACK gesendet zu;Sending ACK to;Sending ACK to
606023;Save to File;Speichern auf Datei;Dosyaya kaydet;Save to File;Save to File;Guardar en archivo;Save to File;;Speichern auf Datei;Save to File;Dosyaya kaydet;Speichern auf Datei;Save to File;Save to File
606024;Delete;Löschen;Silent;Delete;Delete;Borrar;Delete;;Löschen;Delete;Silent;Löschen;Delete;Delete
606025;Are you sure you want to delete this log?;Sind Sie sicher, dass Sie dieses Logbuch löschen wollen?;Bu olaylar günlüğünü silmek istediğinizden emin misiniz?;Are you sure you want to delete this log?;Are you sure you want to delete this log?;¿Está seguro que desea eliminar este registro?;Are you sure you want to delete this log?;;Sind Sie sicher, dass Sie dieses Logbuch löschen wollen?;Are you sure you want to delete this log?;Bu olaylar günlüğünü silmek istediğinizden emin misiniz?;Sind Sie sicher, dass Sie dieses Logbuch löschen wollen?;Are you sure you want to delete this log?;Are you sure you want to delete this log?
606026;Your list was last deleted at %s on %s and no events have occurred since.;Ihre Liste wurde um %s Uhr am %s gelöscht, seitdem sind keine Ereignisse aufgetreten.;Listeniz %s tarihinde saat %s silindi, o zamandan beri herhangi bir olay gerçekleşmedi.;Your list was last deleted at %s on %s and no events have occurred since.;Your list was last deleted at %s on %s and no events have occurred since.;Su lista fue eliminada por última vez en %s en %s, y no hay eventos desde entonces.;Your list was last deleted at %s on %s and no events have occurred since.;;Ihre Liste wurde um %s Uhr am %s gelöscht, seitdem sind keine Ereignisse aufgetreten.;Your list was last deleted at %s on %s and no events have occurred since.;Listeniz %s tarihinde saat %s silindi, o zamandan beri herhangi bir olay gerçekleşmedi.;Ihre Liste wurde um %s Uhr am %s gelöscht, seitdem sind keine Ereignisse aufgetreten.;Your list was last deleted at %s on %s and no events have occurred since.;Your list was last deleted at %s on %s and no events have occurred since.
606027;USB;USB;USB;USB;USB;USB;USB;;USB;USB;USB;USB;USB;USB
606028;Firewall;Firewall;Firewall;Firewall;Firewall;Firewall;Firewall;;Firewall;Firewall;Firewall;Firewall;Firewall;Firewall
606029;IPTV;IPTV;IPTV;IPTV;IPTV;IPTV;IPTV;;IPTV;IPTV;IPTV;IPTV;IPTV;IPTV
606030;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
606031;Received connection request;connection request emfangen;Bağlantı isteği cevaplanmistir;Received connection request;Received connection request;Recibida Solicitud de conexión;Received connection request;;connection request emfangen;Received connection request;Bağlantı isteği cevaplanmistir;connection request emfangen;Received connection request;Received connection request
606032;Current connection request URL: %s1;aktuelle connection request URL: %s1;Aktüel bağlantı isteği URL: %s1;Current connection request URL: %s1;Current connection request URL: %s1;Solicitud de conexión actual URL: %s1;Current connection request URL: %s1;;aktuelle connection request URL: %s1;Current connection request URL: %s1;Aktüel bağlantı isteği URL: %s1;aktuelle connection request URL: %s1;Current connection request URL: %s1;Current connection request URL: %s1
606033;Inform message %s1 sent to ACS;Info-Nachricht %s1 gesendet zu ACS;ACS´e %s1 bilgi mesajı gönderildi;Inform message %s1 sent to ACS;Inform message %s1 sent to ACS;Inform mensaje %s1 enviado a ACS;Inform message %s1 sent to ACS;;Info-Nachricht %s1 gesendet zu ACS;Inform message %s1 sent to ACS;ACS´e %s1 bilgi mesajı gönderildi;Info-Nachricht %s1 gesendet zu ACS;Inform message %s1 sent to ACS;Inform message %s1 sent to ACS
606034;No Events;keine neuen Ereignisse;Hareket yok;No Events;No Events;No hay Eventos;No Events;;keine neuen Ereignisse;No Events;Hareket yok;keine neuen Ereignisse;No Events;No Events
606035;Severity;Stärke;güç;Severity;Severity;Severity;Severity;;Stärke;Severity;güç;Stärke;Severity;Severity
606036;error;Fehler;Hata;error;error;error;error;;Fehler;error;Hata;Fehler;error;error
606037;warning;Warnung;Uyarı;warning;warning;warning;warning;;Warnung;warning;Uyarı;Warnung;warning;warning
606038;information;Information;Bilgi;information;information;information;information;;Information;information;Bilgi;Information;information;information
