ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
507052;Created on;Hergestellt auf;Oluşturuldu;Created on;Created on;Creado en;Created on;;Hergestellt auf;Created on;Oluşturuldu;Hergestellt auf;Created on;Created on
507053;Firmware version;Firmware-Version;Firmware versiyonu;Firmware version;Firmware version;Versión del firmware;Firmware version;;Firmware-Version;Firmware version;Firmware versiyonu;Firmware-Version;Firmware version;Firmware version
507054;Checksum Mismatch;Falsche Checksumme;Yanlış Checksum;Checksum Mismatch;Checksum Mismatch;Error de Checksum;Checksum Mismatch;;Falsche Checksumme;Checksum Mismatch;Yanlış Checksum;Falsche Checksumme;Checksum Mismatch;Checksum Mismatch
507055;The config file was manipulated. It can not be restored.;Die Konfigurationsdatei wurde manipuliert und kann daher nicht geladen werden.;Konfigürasyon dosyası manipüle edildi. Bu geri alınamaz.;The config file was manipulated. It can not be restored.;The config file was manipulated. It can not be restored.;El archivo de configuración se manipuló. No puede ser restaurado.;The config file was manipulated. It can not be restored.;;Die Konfigurationsdatei wurde manipuliert und kann daher nicht geladen werden.;The config file was manipulated. It can not be restored.;Konfigürasyon dosyası manipüle edildi. Bu geri alınamaz.;Die Konfigurationsdatei wurde manipuliert und kann daher nicht geladen werden.;The config file was manipulated. It can not be restored.;The config file was manipulated. It can not be restored.
507056;Incompatible Configuration;Inkompatible Konfiguration;Uyumsuz konfigürasyon;Incompatible Configuration;Incompatible Configuration;Configuración Incompatible;Incompatible Configuration;;Inkompatible Konfiguration;Incompatible Configuration;Uyumsuz konfigürasyon;Inkompatible Konfiguration;Incompatible Configuration;Incompatible Configuration
507057;Phone settings in config file are incompatible with current phone settings. Phone settings will not be imported.;Die Sprach-Einstellungen in der Konfigurationsdatei sind inkompatibel mit den aktuellen Sprach-Einstellungen. Die Sprach-Einstellungen werden nicht geladen.;Konfigürasyon dosyasında dil ayarları geçerli dil ayarlarıyla uyumsuzdur. Dil ayarları yüklenmez.;Phone settings in config file are incompatible with current phone settings. Phone settings will not be imported.;Phone settings in config file are incompatible with current phone settings. Phone settings will not be imported.;Los ajustes del teléfono en el archivo de configuración no son compatibles con la configuración de teléfono actual. No se importarán los ajustes del teléfono.;Phone settings in config file are incompatible with current phone settings. Phone settings will not be imported.;;Die Sprach-Einstellungen in der Konfigurationsdatei sind inkompatibel mit den aktuellen Sprach-Einstellungen. Die Sprach-Einstellungen werden nicht geladen.;Phone settings in config file are incompatible with current phone settings. Phone settings will not be imported.;Konfigürasyon dosyasında dil ayarları geçerli dil ayarlarıyla uyumsuzdur. Dil ayarları yüklenmez.;Die Sprach-Einstellungen in der Konfigurationsdatei sind inkompatibel mit den aktuellen Sprach-Einstellungen. Die Sprach-Einstellungen werden nicht geladen.;Phone settings in config file are incompatible with current phone settings. Phone settings will not be imported.;Phone settings in config file are incompatible with current phone settings. Phone settings will not be imported.
507058;The config can not be imported as phone settings in configuration file are incompatible with current phone settings.;Die Konfiguration kann nicht eingeladen werden, da die Sprach-Einstellungen in der Konfigurationsdatei inkompatibel mit den aktuellen Sprach-Einstellungen sind.;Konfigürasyon dosyasında kullanılamıyor, geçerli dil ayarlarıyla uyumlu olmaması nedeniyle konfigürasyon edilemez.;The config can not be imported as phone settings in configuration file are incompatible with current phone settings.;The config can not be imported as phone settings in configuration file are incompatible with current phone settings.;La configuración no se puede importar porque la configuración del teléfono en el archivo de configuración no es compatible con la configuración de teléfono actuales.;The config can not be imported as phone settings in configuration file are incompatible with current phone settings.;;Die Konfiguration kann nicht eingeladen werden, da die Sprach-Einstellungen in der Konfigurationsdatei inkompatibel mit den aktuellen Sprach-Einstellungen sind.;The config can not be imported as phone settings in configuration file are incompatible with current phone settings.;Konfigürasyon dosyasında kullanılamıyor, geçerli dil ayarlarıyla uyumlu olmaması nedeniyle konfigürasyon edilemez.;Die Konfiguration kann nicht eingeladen werden, da die Sprach-Einstellungen in der Konfigurationsdatei inkompatibel mit den aktuellen Sprach-Einstellungen sind.;The config can not be imported as phone settings in configuration file are incompatible with current phone settings.;The config can not be imported as phone settings in configuration file are incompatible with current phone settings.
507059;Disabled Services;Deaktivierte Dienste;Engelli hizmetler;Disabled Services;Disabled Services;Servicios deshabilitados;Disabled Services;;Deaktivierte Dienste;Disabled Services;Engelli hizmetler;Deaktivierte Dienste;Disabled Services;Disabled Services
507060;The services below have been disabled automatically for security reasons. Please check the certificates settings before enabling the services again.;Die folgenden Dienste wurden aus Sicherheitsgründen automatisch deaktiviert. Bitte überprüfen Sie die Zertifikats-Einstellungen, bevor Sie die Dienste wieder einschalten.;Aşağıdaki hizmetleri güvenlik nedenlerinden dolayı devre dışı bırakıldı. Hizmet açmadan önce sertifika ayarını kontrol edin.;The services below have been disabled automatically for security reasons. Please check the certificates settings before enabling the services again.;The services below have been disabled automatically for security reasons. Please check the certificates settings before enabling the services again.;Los servicios a continuación se han deshabilitado automáticamente por razones de seguridad. Por favor, compruebe la configuración de certificados antes de habilitar los servicios de nuevo.;The services below have been disabled automatically for security reasons. Please check the certificates settings before enabling the services again.;;Die folgenden Dienste wurden aus Sicherheitsgründen automatisch deaktiviert. Bitte überprüfen Sie die Zertifikats-Einstellungen, bevor Sie die Dienste wieder einschalten.;The services below have been disabled automatically for security reasons. Please check the certificates settings before enabling the services again.;Aşağıdaki hizmetleri güvenlik nedenlerinden dolayı devre dışı bırakıldı. Hizmet açmadan önce sertifika ayarını kontrol edin.;Die folgenden Dienste wurden aus Sicherheitsgründen automatisch deaktiviert. Bitte überprüfen Sie die Zertifikats-Einstellungen, bevor Sie die Dienste wieder einschalten.;The services below have been disabled automatically for security reasons. Please check the certificates settings before enabling the services again.;The services below have been disabled automatically for security reasons. Please check the certificates settings before enabling the services again.
507061;VPN;VPN;VPN;VPN;VPN;VPN;VPN;;VPN;VPN;VPN;VPN;VPN;VPN
507062;FTP content sharing via internet (FTPS);FTP über Internet (FTPS);Internet üzerinde FTP (FTPS);FTP content sharing via internet (FTPS);FTP content sharing via internet (FTPS);FTP para compartir contenidos a través de internet (FTPS);FTP content sharing via internet (FTPS);;FTP über Internet (FTPS);FTP content sharing via internet (FTPS);Internet üzerinde FTP (FTPS);FTP über Internet (FTPS);FTP content sharing via internet (FTPS);FTP content sharing via internet (FTPS)
507063;WebDAV content sharing via internet (WebDAVS);WebDAV über Internet (WebDAVS);Internet üzerinde WebDAV (WebDAVS);WebDAV content sharing via internet (WebDAVS);WebDAV content sharing via internet (WebDAVS);Intercambio de contenidos a través de Internet WebDAV (webdavs);WebDAV content sharing via internet (WebDAVS);;WebDAV über Internet (WebDAVS);WebDAV content sharing via internet (WebDAVS);Internet üzerinde WebDAV (WebDAVS);WebDAV über Internet (WebDAVS);WebDAV content sharing via internet (WebDAVS);WebDAV content sharing via internet (WebDAVS)
507064;Remote management;Fernverwaltung;Uzaktan Yönetim;Remote management;Remote management;Gestión remota;Remote management;;Fernverwaltung;Remote management;Uzaktan Yönetim;Fernverwaltung;Remote management;Remote management
507065;Saving Configuration;Speichern der Konfiguration;Aşağıdaki özellikler kapalıcak ;Saving Configuration;Saving Configuration;Guardando configuración;Saving Configuration;;Speichern der Konfiguration;Saving Configuration;Aşağıdaki özellikler kapalıcak ;Speichern der Konfiguration;Saving Configuration;Saving Configuration
507066;NA;NA;NA;NA;Save;Guardar;NA;NA;NA;NA;NA;NA;NA;PlusBox Reset & Reboot
507067;NA;NA;NA;NA;Restore;Restaurar;NA;NA;NA;NA;NA;NA;NA;This page allows to reset your PlusBox to it's factory default state or resart it. Please note that the entire process all phone and internet services will be temporarily unavailable.
507068;NA;NA;NA;NA;Save & Restore Admin Configuration;Guardar y restaurar configuración de administrador;NA;NA;NA;NA;NA;NA;NA;Factory Reset
507069;NA;NA;NA;NA;Save & Restore User Configuration;Guardar y restaurar configuración de usuario;NA;NA;NA;NA;NA;NA;NA;Restores the factory deafult settings of your PlusBox and <br> forces a restart.
507070;The configuration was modified.;Die Konfiguration wurde geändert.;Konfigürasyon değiştirildi.;The configuration was probably modified.;NA;NA;The configuration was probably modified.;;Die Konfiguration wurde erfolgreich geändert.;The configuration was probably modified.;Yapılandırma başarıyla değiştirildi.;Die Konfiguration wurde erfolgreich geändert.;The configuration was probably modified.;The configuration was probably modified.
507071;Are you sure you want to restore this configuration?;Sind Sie sicher, dass Sie diese Konfiguration wiederherstellen möchten?;Bu konfigürasyonu yüklemek istediğinizden emin misiniz?;Are you sure you want to restore this configuration anyway?;NA;NA;Are you sure you want to restore this configuration anyway?;;Sind Sie sich sicher die Konfiguration wieder herzustellen?;Are you sure you want to restore this configuration anyway?;Bu yapılandırmayı yüklemek istediğinizden emin misiniz?;Sind Sie sich sicher die Konfiguration wieder herzustellen?;Are you sure you want to restore this configuration anyway?;Are you sure you want to restore this configuration anyway?
507072;Before you restore a configuration make sure you saved the current configuration.;Bevor Sie eine Konfiguration wiederherstellen, stellen Sie ggf. sicher, dass Sie Ihre aktuelle Konfiguration gesichert haben .;Gerekirse bir konfigürasyonu yüklemeden önce, mevcut konfigürasyonu kaydediniz.;NA;NA;NA;NA;NA;Bevor Sie eine alte Konfiguration laden, stellen Sie bitte sicher die aktuelle zu speichern.;Before you restore an old configuration make sure you saved the current settings.;"Eski bir yapılandırmayı yüklemek 
istediğinizden önce geçerli ayarları kaydediniz.";Bevor Sie eine alte Konfiguration laden, stellen Sie bitte sicher die aktuelle zu speichern.;Before you restore an old configuration make sure you saved the current settings.;Before you restore an old configuration make sure you saved the current settings.
507073;NA;NA;NA;NA;NA;NA;NA;NA;Eingabe des Kennwortes zum Laden der Konfiguration;Enter password to load the configuration;"
Yapılandırmayı başlatmak icin şifrenizi kullanın 

";Eingabe des Kennwortes zum Laden der Konfiguration;Enter password to load the configuration;Enter password to load the configuration
507074;NA;NA;NA;NA;NA;NA;NA;NA;Kennwort eingeben;Enter Password;"Şifrenizi kullanın
";Kennwort eingeben;Enter Password;Enter Password
507075;NA;NA;NA;NA;NA;NA;NA;NA;Die Konfigurationsdatei ist mit einem von Ihnen zuvor vergebenen Kennwort geschützt.;This configuration file is password protected. Please type your assigned password in.;"
Yapılandırmada şifre kullanılmış. Lütfen şifrenizi kullanın.";Die Konfigurationsdatei ist mit einem von Ihnen zuvor vergebenen Kennwort geschützt.;This configuration file is password protected. Please type your assigned password in.;This configuration file is password protected. Please type your assigned password in.
507076;NA;NA;NA;NA;NA;NA;NA;NA;Drücken Sie OK um fortzufahren.;Please press OK to continue.;Devam etmek için OK tıklayın.;Drücken Sie OK um fortzufahren.;Please press OK to continue.;Please press OK to continue.
508001;Certificates;Zertifikate ;Sertifikalar;Certificates;Certificates;Certificados;Certificates;;Zertifikate ;Certificates;Sertifikalar;Zertifikate ;Certificates;Certificates
508002;Your EasyBox provides several services via internet: Remote management, content sharing and VPN connections. For security reasons, those services are always encrypted using certificates. On this page you can view and manage the certificates used for internet services.<br>Please Note: When connecting via remote management, for security reasons this page is not available.;Die EasyBox stellt verschiedene Dienste auch über das Internet bereit: Fernverwaltung, Content Sharing und VPN-Verbindungen. Aus Sicherheitsgründen werden diese Verbindungen immer über Zertifikate verschlüsselt. Hier können Sie die dabei verwendeten Zertifikate ansehen und verwalten.<br>Bitte beachten Sie: Bei Zugriffen über die Fernverwaltung ist diese Seite aus Sicherheitsgründen nicht erreichbar.;EasyBox Internet üzere çeşitli hizmetler sağlar: Uzaktan yöntem, Content Sharing ve VPN. Güvenlik nedenleriyle, bu bağlantıları her zaman şifreli kullanarak sertifikaları vardır. Burada kullanılan sertifikaları yönetebilirsiniz. <br>Uyarı: Bu sayfayı uzaktan yönetim güvenlik nedeniyle kullanılamaz.;Your EasyBox provides several services via internet: Remote management, content sharing and VPN connections. For security reasons, those services are always encrypted using certificates. On this page you can view and manage the certificates used for internet services.<br>Please Note: When connecting via remote management, for security reasons this page is not available.;Your router provides several services via internet: Remote management, content sharing and VPN connections. For security reasons, those services are always encrypted using certificates. On this page you can view and manage the certificates used for internet services.<br>Please Note: When connecting via remote management, for security reasons this page is not available.;Su router ofrece varios servicios a través de internet: Gestión remota, compartir contenido y conexiones VPN. Por razones de seguridad, los servicios son siempre cifrados utilizando los certificados. En esta página puede ver y administrar los certificados que se utilizan para los servicios de Internet <br> Atención: Cuando se conecta a través de la administración remota, por razones de seguridad, esta página no está disponible.;Your EasyBox provides several services via internet: Remote management, content sharing and VPN connections. For security reasons, those services are always encrypted using certificates. On this page you can view and manage the certificates used for internet services.<br>Please Note: When connecting via remote management, for security reasons this page is not available.;;Die EasyBox stellt verschiedene Dienste auch über das Internet bereit: Fernverwaltung, Content Sharing und VPN-Verbindungen. Aus Sicherheitsgründen werden diese Verbindungen immer über Zertifikate verschlüsselt. Hier können Sie die dabei verwendeten Zertifikate ansehen und verwalten.<br>Bitte beachten Sie: Bei Zugriffen über die Fernverwaltung ist diese Seite aus Sicherheitsgründen nicht erreichbar.;Your EasyBox provides several services via internet: Remote management, content sharing and VPN connections. For security reasons, those services are always encrypted using certificates. On this page you can view and manage the certificates used for internet services.<br>Please Note: When connecting via remote management, for security reasons this page is not available.;EasyBox Internet üzere çeşitli hizmetler sağlar: Uzaktan yöntem, Content Sharing ve VPN. Güvenlik nedenleriyle, bu bağlantıları her zaman şifreli kullanarak sertifikaları vardır. Burada kullanılan sertifikaları yönetebilirsiniz. <br>Uyarı: Bu sayfayı uzaktan yönetim güvenlik nedeniyle kullanılamaz.;Die EasyBox stellt verschiedene Dienste auch über das Internet bereit: Fernverwaltung, Content Sharing und VPN-Verbindungen. Aus Sicherheitsgründen werden diese Verbindungen immer über Zertifikate verschlüsselt. Hier können Sie die dabei verwendeten Zertifikate ansehen und verwalten.<br>Bitte beachten Sie: Bei Zugriffen über die Fernverwaltung ist diese Seite aus Sicherheitsgründen nicht erreichbar.;Your EasyBox provides several services via internet: Remote management, content sharing and VPN connections. For security reasons, those services are always encrypted using certificates. On this page you can view and manage the certificates used for internet services.<br>Please Note: When connecting via remote management, for security reasons this page is not available.;Your PlusBox provides several services via internet: Remote management, content sharing and VPN connections. For security reasons, those services are always encrypted using certificates. On this page you can view and manage the certificates used for internet services.<br>Please Note: When connecting via remote management, for security reasons this page is not available.
508003;Root CA Certificate;Root-CA Zertifikat;RootCA sertifikası;Root CA Certificate;Root CA Certificate;Certificado Root CA;Root CA Certificate;;Root-CA Zertifikat;Root CA Certificate;RootCA sertifikası;Root-CA Zertifikat;Root CA Certificate;Root CA Certificate
508004;Web Server Certificate;Webserver Zertifikat;Web Server sertifikası;Web Server Certificate;Web Server Certificate;Certificado de servidor Web;Web Server Certificate;;Webserver Zertifikat;Web Server Certificate;Web Server sertifikası;Webserver Zertifikat;Web Server Certificate;Web Server Certificate
508005;Renew;Erneuern;Yenile;Renew;Renew;Renovar;Renew;;Erneuern;Renew;Yenile;Erneuern;Renew;Renew
508006;Show;Anzeigen;Görüntüle;Show;Show;Mostrar;Show;;Anzeigen;Show;Görüntüle;Anzeigen;Show;Show
508007;Download;Herunterladen;İndir;Download;Download;Descargar;Download;;Herunterladen;Download;İndir;Herunterladen;Download;Download
508008;Web Server Certificate;Webserver Zertifikat;Web Server sertifikası;Web Server Certificate;Web Server Certificate;Certificado de servidor Web;Web Server Certificate;;Webserver Zertifikat;Web Server Certificate;Web Server sertifikası;Webserver Zertifikat;Web Server Certificate;Web Server Certificate
508009;Common Name (CN);Common Name (CN);Common Name (CN);Common Name (CN);Common Name (CN);Nombre común (CN);Common Name (CN);;Common Name (CN);Common Name (CN);Common Name (CN);Common Name (CN);Common Name (CN);Common Name (CN)
508010;Organisation (O);Organisation (O);Organisation (O);Organisation (O);Organisation (O);Organización (O);Organisation (O);;Organisation (O);Organisation (O);Organisation (O);Organisation (O);Organisation (O);Organisation (O)
508011;Organisational Unit (OU);Organisational Unit (OU);Organisational Unit (OU);Organisational Unit (OU);Organisational Unit (OU);Unidad organizativa (OU);Organisational Unit (OU);;Organisational Unit (OU);Organisational Unit (OU);Organisational Unit (OU);Organisational Unit (OU);Organisational Unit (OU);Organisational Unit (OU)
508012;Serial Number;Seriennummer;Seri numarası;Serial Number;Serial Number;Número de Serie;Serial Number;;Seriennummer;Serial Number;Seri numarası;Seriennummer;Serial Number;Serial Number
508013;Validity;Gültigkeit;Geçerlilik;Validity;Validity;Validez;Validity;;Gültigkeit;Validity;Geçerlilik;Gültigkeit;Validity;Validity
508014;Valid from;Gültig ab;Başlangıç;Valid from;Valid from;Válido desde;Valid from;;Gültig ab;Valid from;Başlangıç;Gültig ab;Valid from;Valid from
508015;Valid to;Gültig bis;Bitiş;Valid to;Valid to;Válido hasta;Valid to;;Gültig bis;Valid to;Bitiş;Gültig bis;Valid to;Valid to
508016;SHA1 Fingerprint;SHA1 Fingerprint;SHA1 Fingerprint;SHA1 Fingerprint;SHA1 Fingerprint;Huella digital SHA1;SHA1 Fingerprint;;SHA1 Fingerprint;SHA1 Fingerprint;SHA1 Fingerprint;SHA1 Fingerprint;SHA1 Fingerprint;SHA1 Fingerprint
508017;MD5 Fingerprint;MD5 Fingerprint;MD5 Fingerprint;MD5 Fingerprint;MD5 Fingerprint;Huella digital MD5;MD5 Fingerprint;;MD5 Fingerprint;MD5 Fingerprint;MD5 Fingerprint;MD5 Fingerprint;MD5 Fingerprint;MD5 Fingerprint
508018;EasyBox Serial Number;EasyBox Seriennummer;EasyBox seri numarası;EasyBox Serial Number;Router Serial Number;Número de Serie del router;EasyBox Serial Number;;EasyBox Seriennummer;EasyBox Serial Number;EasyBox seri numarası;EasyBox Seriennummer;EasyBox Serial Number;PlusBox Serial Number
508019;Issuing Authority;Zertifizierungsstelle;Issuing Authority;Issuing Authority;Issuing Authority;Autoridad emisora;Issuing Authority;;Zertifizierungsstelle;Issuing Authority;Issuing Authority;Zertifizierungsstelle;Issuing Authority;Issuing Authority
508020;Renewing Certificate(s);Zertifikat(e) wird erneuert;Sertifika yenileniyor;Renewing Certificate(s);Renewing Certificate(s);Renovando Certificado;Renewing Certificate(s);;Zertifikat(e) wird erneuert;Renewing Certificate(s);Sertifika yenileniyor;Zertifikat(e) wird erneuert;Renewing Certificate(s);Renewing Certificate(s)
508021;Do not turn off your EasyBox;Schalten Sie Ihre EasyBox nicht aus;EasyBox cihazınızı kapatmayınız;Do not turn off your EasyBox;Do not turn off your router.;No apague el router;Do not turn off your EasyBox;;Schalten Sie Ihre EasyBox nicht aus;Do not turn off your EasyBox;EasyBox cihazınızı kapatmayınız;Schalten Sie Ihre EasyBox nicht aus;Do not turn off your EasyBox;Do not turn off your PlusBox
508022;Name;Name;İsim;Name;Name;Nombre;Name;;Name;Name;İsim;Name;Name;Name
508023;Serial Number;Seriennummer;Seri numarası;Serial Number;Serial Number;Número de Serie;Serial Number;;Seriennummer;Serial Number;Seri numarası;Seriennummer;Serial Number;Serial Number
508024;Status;Status;Durum;Status;Status;Estado;Status;;Status;Status;Durum;Status;Status;Status
508025;Revoke;Wiederrufen;Reddet;Revoke;Revoke;Revocar;Revoke;;Wiederrufen;Revoke;Reddet;Wiederrufen;Revoke;Revoke
508026;Create VPN Client Certificate;VPN-Client Zertifikat erzeugen;VPN Client sertifikası oluştur;Create VPN Client Certificate;Create VPN Client Certificate;Crear certificado de cliente VPN;Create VPN Client Certificate;;VPN-Client Zertifikat erzeugen;Create VPN Client Certificate;VPN Client sertifikası oluştur;VPN-Client Zertifikat erzeugen;Create VPN Client Certificate;Create VPN Client Certificate
508027;Serial number will be automatically generated;Die Seriennummer wird automatisch erzeugt;Seri numarası otomatik olarak oluşturulur;Serial number will be automatically generated;Serial number will be automatically generated;Se generará automáticamente el número de serie;Serial number will be automatically generated;;Die Seriennummer wird automatisch erzeugt;Serial number will be automatically generated;Seri numarası otomatik olarak oluşturulur;Die Seriennummer wird automatisch erzeugt;Serial number will be automatically generated;Serial number will be automatically generated
508028;Create;Erzeugen;Oluştur;Create;Create;Crear;Create;;Erzeugen;Create;Oluştur;Erzeugen;Create;Create
508029;No certificates created;Keine Zertifikate erzeugt;Sertifika oluşturulmadı;No certificates created;No certificates created;No hay certificados creados;No certificates created;;Keine Zertifikate erzeugt;No certificates created;Sertifika oluşturulmadı;Keine Zertifikate erzeugt;No certificates created;No certificates created
508030;Valid;Gültig;Onaylandı;Authorised;Authorised;Autorizado;Authorised;;Gültig;Valid;Onaylandı;Gültig;Valid;Valid
508031;Revoked;Ungültig;Reddedildi;Revoked;Revoked;Revocado;Revoked;;Ungültig;Revoked;Reddedildi;Ungültig;Revoked;Revoked
508032;Add VPN Client Certificate;VPN-Client Zertifikat hinzufügen;VPN Client sertifikası ekle;Add VPN Client Certificate;Add VPN Client Certificate;Añadir certificado de cliente VPN;Add VPN Client Certificate;;VPN-Client Zertifikat hinzufügen;Add VPN Client Certificate;VPN Client sertifikası ekle;VPN-Client Zertifikat hinzufügen;Add VPN Client Certificate;Add VPN Client Certificate
508033;Certificate Name;Zertifikat-Name;Sertifika ismi;Certificate Name;Certificate Name;Nombre de certificado;Certificate Name;;Zertifikat-Name;Certificate Name;Sertifika ismi;Zertifikat-Name;Certificate Name;Certificate Name
508034;The certificate serial number will be automatically generated.;Die Seriennummer des Zertifikats wird automatisch erzeugt;Sertifikanın seri numarası otomatik olarak oluşturulur.;The certificate serial number will be automatically generated.;The certificate serial number will be automatically generated.;Se generará de forma automática el número de serie del certificado.;The certificate serial number will be automatically generated.;;Die Seriennummer des Zertifikats wird automatisch erzeugt;The certificate serial number will be automatically generated.;Sertifikanın seri numarası otomatik olarak oluşturulur.;Die Seriennummer des Zertifikats wird automatisch erzeugt;The certificate serial number will be automatically generated.;The certificate serial number will be automatically generated.
508035;The certificate is not available because both Remote Management and Content Sharing via Internet are turned off.;"Das Zertifikat steht nicht zur Verfügung, da sowohl die Fernverwaltung als auch Content Sharing über das Internet ausgeschaltet sind.
";Uzaktan yönetim kapalıdır. Bu fonksiyonu kullanmak için uzaktan yönetimi açınız.;The certificate is not available because both Remote Management and Content Sharing via Internet are turned off.;The certificate is not available because both Remote Management and Content Sharing via Internet are turned off.;El certificado no está disponible debido a que tanto gestión remota como compartir contenidos a través de Internet están apagados.;The certificate is not available because both Remote Management and Content Sharing via Internet are turned off.;;"Das Zertifikat steht nicht zur Verfügung, da sowohl die Fernverwaltung als auch Content Sharing über das Internet ausgeschaltet sind.
";The certificate is not available because both Remote Management and Content Sharing via Internet are turned off.;Uzaktan yönetim kapalıdır. Bu fonksiyonu kullanmak için uzaktan yönetimi açınız.;"Das Zertifikat steht nicht zur Verfügung, da sowohl die Fernverwaltung als auch Content Sharing über das Internet ausgeschaltet sind.
";The certificate is not available because both Remote Management and Content Sharing via Internet are turned off.;The certificate is not available because both Remote Management and Content Sharing via Internet are turned off.
508036;Web server certificate is not available because there is no internet connection.;Das Webserver Zertifikat steht nicht zur Verfügung, da keine Internet-Verbindung besteht.;WAN bağlantısı mevcut olmadığı için Web Server sertifikası görüntülenemiyor.;Web server certificate is not available because there is no internet connection.;Web server certificate is not available because there is no internet connection.;Certificado de servidor Web no está disponible porque no hay conexión a internet.;Web server certificate is not available because there is no internet connection.;;Das Webserver Zertifikat steht nicht zur Verfügung, da keine Internet-Verbindung besteht.;Web server certificate is not available because there is no internet connection.;WAN bağlantısı mevcut olmadığı için Web Server sertifikası görüntülenemiyor.;Das Webserver Zertifikat steht nicht zur Verfügung, da keine Internet-Verbindung besteht.;Web server certificate is not available because there is no internet connection.;Web server certificate is not available because there is no internet connection.
508037;The certificate will be renewed when internet connectivity is available.;Das Zertifikat wird erneuert, sobald die Internet-Verbindung wieder verfügbar ist.;WAN bağlantısı tekrar mevcut olduğunda sertifika yenilenecektir.;The certificate will be renewed when internet connectivity is available.;The certificate will be renewed when internet connectivity is available.;El certificado será renovado cuando haya conectividad a internet.;The certificate will be renewed when internet connectivity is available.;;Das Zertifikat wird erneuert, sobald die Internet-Verbindung wieder verfügbar ist.;The certificate will be renewed when internet connectivity is available.;WAN bağlantısı tekrar mevcut olduğunda sertifika yenilenecektir.;Das Zertifikat wird erneuert, sobald die Internet-Verbindung wieder verfügbar ist.;The certificate will be renewed when internet connectivity is available.;The certificate will be renewed when internet connectivity is available.
508038;VPN Server Certificate;VPN-Server Zertifikat;VPN Server sertifikası;VPN Server Certificate;VPN Server Certificate;Servidor de certificados VPN;VPN Server Certificate;;VPN-Server Zertifikat;VPN Server Certificate;VPN Server sertifikası;VPN-Server Zertifikat;VPN Server Certificate;VPN Server Certificate
508039;VPN Client Certificate and Configuration File;VPN-Client Zertifikat und Konfigurationspaket;VPN Client sertifikası ve konfigurasiyonu;VPN Client Certificate and Configuration File;VPN Client Certificate and Configuration File;Certificado de cliente VPN y archivo de configuración;VPN Client Certificate and Configuration File;;VPN-Client Zertifikat und Konfigurationspaket;VPN Client Certificate and Configuration File;VPN Client sertifikası ve konfigurasiyonu;VPN-Client Zertifikat und Konfigurationspaket;VPN Client Certificate and Configuration File;VPN Client Certificate and Configuration File
508040;Are you sure you want to revoke the certificate?;Sind Sie sicher, dass Sie das Zertifikat löschen wollen?;Sertifikayı iptal etmek istediğinizden emin misiniz?;Are you sure you want to revoke the certificate?;Are you sure you want to revoke the certificate?;¿Está seguro de que desea revocar el certificado?;Are you sure you want to revoke the certificate?;;Sind Sie sicher, dass Sie das Zertifikat löschen wollen?;Are you sure you want to revoke the certificate?;Sertifikayı iptal etmek istediğinizden emin misiniz?;Sind Sie sicher, dass Sie das Zertifikat löschen wollen?;Are you sure you want to revoke the certificate?;Are you sure you want to revoke the certificate?
508041;Renewing the Root CA certificate will delete and invalidate all existing VPN client certificates. Do you really want to renew the Root CA certificate?;Wenn Sie das Root-CA Zertifikat erneuern, werden alle bestehenden VPN-Client Zertifikate gelöscht und ungültig. Sind Sie sicher, dass Sie das Root-CA Zertifikat erneuern wollen?;"Root CA sertifikası yenileme varolan tüm VPN İstemci sertifikaları silir ve ya geçersiz olur. 
Gerçekten Root CA sertifikası yenilemek istiyor musunuz?";Renewing the Root CA certificate will delete and invalidate all existing VPN client certificates. Do you really want to renew the Root CA certificate?;Renewing the Root CA certificate will delete and invalidate all existing VPN client certificates. Do you really want to renew the Root CA certificate?;Al renovar el certificado de la CA raíz, se eliminarán y anular todos los certificados de cliente VPN existentes. ¿De verdad quiere renovar el certificado de entidad emisora ​​raíz?;Renewing the Root CA certificate will delete and invalidate all existing VPN client certificates. Do you really want to renew the Root CA certificate?;;Wenn Sie das Root-CA Zertifikat erneuern, werden alle bestehenden VPN-Client Zertifikate gelöscht und ungültig. Sind Sie sicher, dass Sie das Root-CA Zertifikat erneuern wollen?;Renewing the Root CA certificate will delete and invalidate all existing VPN client certificates. Do you really want to renew the Root CA certificate?;"Root CA sertifikası yenileme varolan tüm VPN İstemci sertifikaları silir ve ya geçersiz olur. 
Gerçekten Root CA sertifikası yenilemek istiyor musunuz?";Wenn Sie das Root-CA Zertifikat erneuern, werden alle bestehenden VPN-Client Zertifikate gelöscht und ungültig. Sind Sie sicher, dass Sie das Root-CA Zertifikat erneuern wollen?;Renewing the Root CA certificate will delete and invalidate all existing VPN client certificates. Do you really want to renew the Root CA certificate?;Renewing the Root CA certificate will delete and invalidate all existing VPN client certificates. Do you really want to renew the Root CA certificate?
