ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
403043;NA;NA;NA;NA;NA;NA;NA;;"WPS wird derzeit nicht unterstützt, da die SSID nicht ausgestrahlt wird. Bitte schalten Sie ""SSID austrahlen"" an. ";"WPS is not supported because the current WiFi Broadcast SSID is off. Please turn on ""Broadcast SSID"" to use WPS.";WPS modu şu an için desteklenemiyor çünkü kullanmakta olan WIFI ağ adınız kapalıdır. Lütfen WPS'i kulanmak istiyorsaniz WiFI ağını aktif hale getiriniz.;;;"WPS is not supported because the current WiFi Broadcast SSID is off. Please turn on ""Broadcast SSID"" to use WPS."
404001;MAC Filter;MAC-Filter;MAC filtresi;MAC Filter;MAC Filter;Filtro MAC;MAC Filter;;MAC-Filter;MAC Filter;MAC filtresi;MAC-Filter;MAC Filter;MAC Filter
404002;To make your wireless network more secure, you can specify which devices are allowed to connect to the wireless. The devices are identified by their MAC address. You can manage up to 32 devices;Um Ihr W-LAN Netzwerk sicherer zu machen, können Sie festlegen, welche Geräte sich mit dem W-LAN verbinden dürfen. Die Geräte werden anhand ihrer MAC-Adresse identifiziert. Bis zu 32 Geräte können verwaltet werden.;WiFi ağınızı daha güvenli hale getirmek için, EasyBox ile sadece belli WiFi bilgisayarlarının bağlanmasına izin verebilirsiniz. MAC filtreleme tablosuna maksimum 32 MAC adresi eklenebilir. Eğer fonksiyon etkinse, kayıtlı olan tüm MAC adresleri erişim yetkileri ile kumanda edilir.;To make your wireless network more secure, you can specify which devices are allowed to connect to the wireless. The devices are identified by their MAC address. You can manage up to 32 devices;To make your wireless network more secure, you can specify which devices are allowed to connect to the wireless. The devices are identified by their MAC address. You can manage up to 32 devices;Para hacer que su red inalámbrica sea más segura, puede especificar qué dispositivos pueden conectarse a la red inalámbrica. Los dispositivos se identifican por su dirección MAC. Puede gestionar hasta 32 dispositivos;To make your wireless network more secure, you can specify which devices are allowed to connect to the wireless. The devices are identified by their MAC address. You can manage up to 32 devices;;Um Ihr WLAN-Netzwerk sicherer zu machen, können Sie festlegen, welche Geräte sich mit dem WLAN verbinden dürfen. Die Geräte werden anhand ihrer MAC-Adresse identifiziert. Bis zu 32 Geräte können verwaltet werden.;To make your wireless network more secure, you can specify which devices are allowed to connect. The devices are identified by their MAC address. You can manage up to 32 devices.;WiFi ağınızı daha güvenli hale getirmek için, EasyBox ile sadece belli WiFi bilgisayarlarının bağlanmasına izin verebilirsiniz. MAC filtreleme tablosuna maksimum 32 MAC adresi eklenebilir. Eğer fonksiyon etkinse, kayıtlı olan tüm MAC adresleri erişim yetkileri ile kumanda edilir.;Um Ihr WLAN-Netzwerk sicherer zu machen, können Sie festlegen, welche Geräte sich mit dem WLAN verbinden dürfen. Die Geräte werden anhand ihrer MAC-Adresse identifiziert. Bis zu 32 Geräte können verwaltet werden.;To make your wireless network more secure, you can specify which devices are allowed to connect. The devices are identified by their MAC address. You can manage up to 32 devices.;To make your wireless network more secure, you can specify which devices are allowed to connect. The devices are identified by their MAC address. You can manage up to 32 devices.
404003;Normal WiFi MAC Filtering;Normales W-LAN: MAC Filterung;Normal WiFi: MAC filtreleme;Normal WiFi MAC Filtering;Normal WiFi MAC Filtering;Filtrado MAC;Normal WiFi MAC Filtering;;MAC Filterung;MAC Filtering;Ana WiFi: MAC filtreleme;MAC Filterung;MAC Filtering;MAC Filtering
404004;Normal WiFi MAC Addresses to Filter (Maximum 32);Normales W-LAN: zu filternde Adressen (bis zu 32);Normal WiFi: filtrelenecek adresler (maksimum 32);Normal WiFi MAC Addresses to Filter (Maximum 32);Normal WiFi MAC Addresses to Filter (Maximum 32);Direcciones MAC a filtrar para la WiFi normal (máximo 32);Normal WiFi MAC Addresses to Filter (Maximum 32);;Heim WLAN;Main WiFi;Ana WiFi;Heim WLAN;Main WiFi;Main WiFi
404005;Guest WiFi MAC Addresses to Filter (Maximum 32);Gast W-LAN: zu filternde Adressen (bis zu 32);Misafir WiFi: filtrelenecek adresler (maksimum 32);Guest WiFi MAC Addresses to Filter (Maximum 32);Guest WiFi MAC Addresses to Filter (Maximum 32);Direcciones MAC a filtrar para la WiFi de invitados (máximo 32);Guest WiFi MAC Addresses to Filter (Maximum 32);;Gast WLAN;Guest WiFi;Misafir WiFi;Gast WLAN;Guest WiFi;Guest WiFi
404006;Access for listed devices;Zugang für aufgeführte Geräte;Erişim için cihazlar;Access for listed devices;Access for listed devices;Acceso a dispositivos de la lista;Access for listed devices;;Zugang für aufgeführte Geräte;Access for listed devices;Erişim için cihazlar;Zugang für aufgeführte Geräte;Access for listed devices;Access for listed devices
404007;Name;Name;İsim;Name;Name;Nombre;Name;;Name;Device Name;İsim;Name;Device Name;Device Name
404008;MAC Address;MAC-Adresse;MAC adresi;MAC Address;MAC Address;Dirección MAC;MAC Address;;MAC-Adresse;MAC Address;MAC adresi;MAC-Adresse;MAC Address;MAC Address
404009;Add all currently connected devices to list;Alle derzeit verbundenen Geräte zur Liste hinzufügen;Şu anda bağlı olan cihazların tümünü ekle;Add all currently connected devices to list;Add all currently connected devices to list;Añadir todos los dispositivos conectados actualmente a la lista;Add all currently connected devices to list;;Alle derzeit verbundenen Geräte zur Liste hinzufügen;Add all currently connected devices to list;Şu anda bağlı olan cihazların tümünü ekle;Alle derzeit verbundenen Geräte zur Liste hinzufügen;Add all currently connected devices to list;Add all currently connected devices to list
404010;No device added;Kein Gerät hinzugefügt;Cihaz eklenmedi;No device added;No device added;No hay ningún dispositivo añadido;No device added;;Kein Gerät hinzugefügt;No device added;Cihaz eklenmedi;Kein Gerät hinzugefügt;No device added;No device added
404011;Guest WiFi MAC Filtering;Gast W-LAN: MAC Filterung;Misafir WiFi: MAC filtreleme;Guest WiFi MAC Filtering;Guest WiFi MAC Filtering;Filtrado de direcciones MAC para la WiFi de invitados;Guest WiFi MAC Filtering;;MAC Filterung;MAC Filtering;Misafir WiFi: MAC filtreleme;MAC Filterung;MAC Filtering;MAC Filtering
404012;Your WiFi is currently disabled, so your changes will not be affected. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;W-LAN ist derzeit ausgeschaltet, deshalb haben Ihre Änderungen keine Auswirkung. Um W-LAN zu aktivieren, schalten Sie es ein unter {LINK_START}General{LINK_END}.;WiFi ağı şu anda kapalıdır, bu nedenle bu opsiyonlar mevcut değildir. WiFi ağınızı {LINK_START}burdan{LINK_END} açabilirsiniz.;Your WiFi is currently disabled, so your changes will not be affected. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;Your WiFi is currently disabled, so these options cannot be edited. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;Su WiFi está desactivado, por lo que estas opciones no se pueden editar. Puede activar el WiFi en {LINK_START}General{LINK_END};Your WiFi is currently disabled, so your changes will not be affected. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;;WLAN ist derzeit ausgeschaltet, deshalb haben Ihre Änderungen keine Auswirkung. Um WLAN zu aktivieren, schalten Sie es ein unter {LINK_START}Allgemein{LINK_END}.;Your WiFi is currently disabled, so your changes will not take effect. To enable the WiFi, go to {LINK_START}General{LINK_END} settings.;WiFi ağı şu anda kapalıdır, bu nedenle bu opsiyonlar mevcut değildir. WiFi ağınızı {LINK_START}burdan{LINK_END} açabilirsiniz.;WLAN ist derzeit ausgeschaltet, deshalb haben Ihre Änderungen keine Auswirkung. Um WLAN zu aktivieren, schalten Sie es ein unter {LINK_START}Allgemein{LINK_END}.;Your WiFi is currently disabled, so your changes will not take effect. To enable the WiFi, go to {LINK_START}General{LINK_END} settings.;Your WiFi is currently disabled, so your changes will not take effect. To enable the WiFi, go to {LINK_START}General{LINK_END} settings.
404013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
404014;filtering table;Filter-Tabelle;Filtreleme tablosu;filtering table;filtering table;Tabla de filtrado;filtering table;;Filter-Tabelle;filtering table;Filtreleme tablosu;Filter-Tabelle;filtering table;filtering table
404015;guest WiFi MAC addresses to filter;MAC Adressen des Gast W-LAN zum filtern;Misafir WiFi ağının filtrelenecek MAC adresleri;guest WiFi MAC addresses to filter;guest WiFi MAC addresses to filter;Direcciones MAC de WiFi de invitados a filtrar;guest WiFi MAC addresses to filter;;MAC Adressen des Gast WLAN zum filtern;guest WiFi MAC addresses to filter;Misafir WiFi ağının filtrelenecek MAC adresleri;MAC Adressen des Gast WLAN zum filtern;guest WiFi MAC addresses to filter;guest WiFi MAC addresses to filter
404016;Your Guest WiFi is currently disabled, so these options cannot be edited. To enable the Guest WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;Ihr Gast W-LAN ist derzeit ausgeschaltet, deshalb können diese Optionen nicht verändert werden. Um das Gast W-LAN zu aktivieren, schalten Sie es unter {LINK_START}General{LINK_END}ein.;Misafir WiFi ağınız şu anda kapalı, bu nedenle bu opsiyonlar kullanılamıyor. Misafir WiFi ağını burada açabilirsiniz: {LINK_START}Genel{LINK_END};Your Guest WiFi is currently disabled, so these options cannot be edited. To enable the Guest WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;Your Guest WiFi is currently disabled, so these options cannot be edited. To enable the Guest WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;La WiFi de invitados está desactivada, por lo que estas opciones no se pueden editar. Para activarla, haga clic en {LINK_START} Generales {LINK_END};Your Guest WiFi is currently disabled, so these options cannot be edited. To enable the Guest WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;;Ihr Gast WLAN ist derzeit ausgeschaltet, deshalb können diese Optionen nicht verändert werden. Um das Gast WLAN zu aktivieren, schalten Sie es unter {LINK_START}Allgemein{LINK_END} ein.;Your Guest WiFi is currently disabled, so these options cannot be edited. To enable the Guest WiFi, switch it on under the {LINK_START}General{LINK_END} settings.;Misafir WiFi ağınız şu anda kapalı, bu nedenle bu opsiyonlar kullanılamıyor. Misafir WiFi ağını burada açabilirsiniz: {LINK_START}Genel{LINK_END}.;Ihr Gast WLAN ist derzeit ausgeschaltet, deshalb können diese Optionen nicht verändert werden. Um das Gast WLAN zu aktivieren, schalten Sie es unter {LINK_START}Allgemein{LINK_END} ein.;Your Guest WiFi is currently disabled, so these options cannot be edited. To enable the Guest WiFi, switch it on under the {LINK_START}General{LINK_END} settings.;Your Guest WiFi is currently disabled, so these options cannot be edited. To enable the Guest WiFi, switch it on under the {LINK_START}General{LINK_END} settings.
404017;Please first apply that the WPS function has been switched on before pairing.;"Um die gewählte Funktion benutzen zu können klicken Sie bitte zunächst auf ""übernehmen"".";"Seçilen fonksiyonu kullanabilmek için lütfen önce  ""Uygula""yı tıklayınız.";Please first apply that the WPS function has been switched on before pairing.;Please first apply that the WPS function has been switched on before pairing.;Por favor, compruebe que la  función WPS se ha activado antes de emparejar dispositivos.;Please first apply that the WPS function has been switched on before pairing.;;"Um die gewählte Funktion benutzen zu können klicken Sie bitte zunächst auf ""übernehmen"".";Please first apply that the WPS function has been switched on before pairing.;"Seçilen fonksiyonu kullanabilmek için lütfen önce  ""Uygula""yı tıklayınız.";"Um die gewählte Funktion benutzen zu können klicken Sie bitte zunächst auf ""übernehmen"".";Please first apply that the WPS function has been switched on before pairing.;Please first apply that the WPS function has been switched on before pairing.
404018;Please first apply that the function to use the physical button to pair devices has been switched on.;"Um die gewählte Funktion benutzen zu können klicken Sie bitte zunächst auf ""übernehmen"".";"Seçilen fonksiyonu kullanabilmek için lütfen önce  ""Uygula""yı tıklayınız.";Please first apply that the function to use the physical button to pair devices has been switched on.;Please first apply that the function to use the physical button to pair devices has been switched on.;Por favor, compruebe que la función para usar el botón de emparejamiento ha sido activada.;Please first apply that the function to use the physical button to pair devices has been switched on.;;"Um die gewählte Funktion benutzen zu können klicken Sie bitte zunächst auf ""übernehmen"".";Please first apply that the function to use the physical button to pair devices has been switched on.;"Seçilen fonksiyonu kullanabilmek için lütfen önce  ""Uygula""yı tıklayınız.";"Um die gewählte Funktion benutzen zu können klicken Sie bitte zunächst auf ""übernehmen"".";Please first apply that the function to use the physical button to pair devices has been switched on.;Please first apply that the function to use the physical button to pair devices has been switched on.
404019;Please either provide at least one item for %s or turn MAC filtering option off for this WiFi.;Bitte mindestens einen Wert für %s eingeben oder die MAC-Filterung ausschalten;%s için en az bir rakam ekleyin veya WiFi MAC filtreleme kapatın.;Please either provide at least one item for %s or turn MAC filtering option off for this WiFi.;Please either provide at least one item for %s or turn MAC filtering option off for this WiFi.;Por favor, proporcione al menos un elemento para %s o desactive la opción de filtrado MAC para esta WiFi.;Please either provide at least one item for %s or turn MAC filtering option off for this WiFi.;;Bitte mindestens einen Wert für %s eingeben oder die MAC-Filterung ausschalten;Please either provide at least one item for %s or turn MAC filtering option off for this WiFi.;%s için en az bir rakam ekleyin veya WiFi MAC filtreleme kapatın.;Bitte mindestens einen Wert für %s eingeben oder die MAC-Filterung ausschalten;Please either provide at least one item for %s or turn MAC filtering option off for this WiFi.;Please either provide at least one item for %s or turn MAC filtering option off for this WiFi.
404020;NA;NA;NA;Add all previously connected devices;Add all previously connected devices;Añadir todos los dispositivos conectados previamente;Add all previously connected devices;;NA;NA;NA;NA;NA;NA
404021;NA;NA;NA;NA;NA;NA;NA;NA;Alle derzeit bekannten Geräte zur Liste hinzufügen;Add all known devices to the MAC Filtering list;MAC Filtreleme listesine bilinen tüm cihazları ekle;Alle derzeit bekannten Geräte zur Liste hinzufügen;Add all known devices to the MAC Filtering list;Add all known devices to the MAC Filtering list
404022;NA;NA;NA;NA;NA;NA;NA;NA;Wählen Sie die Geräte, die Sie hinzufügen möchten;Select the devices you want to add to the MAC Filtering list;MAC Filtreleme listesine eklemek istediğiniz cihazları seçin;Wählen Sie die Geräte, die Sie hinzufügen möchten;Select the devices you want to add to the MAC Filtering list;Select the devices you want to add to the MAC Filtering list
404023;NA;NA;NA;NA;NA;NA;NA;NA;Hinzufügen;Add;Ekle;Hinzufügen;Add;Add
405001;WDS;WDS;WDS;WDS;WDS;WDS;WDS;;WDS;WDS;WDS;WDS;WDS;WDS
405002;"The Wireless Distribution System 
(WDS) allows you to extend the range of your wireless network. With WDS, your EasyBox directly connect to another wireless access point.";Das Wireless Distribution System (WDS) bietet die Möglichkeit, die Reichweite Ihres W-LAN Netzwerks zu erhöhen. Mit WDS kann Ihre EasyBox eine direkte Verbindung zu einem weiteren W-LAN Accesspoint aufbauen.;Wireless Distribution System (WDS) ile, WiFi ağınızın kapsama alanını genişletebilirsiniz. EasyBox cihazınız, WDS ile başka cihazlarla (Access Points) doğrudan bağlantı kurabilir. Böylece WiFi ağınız bu cihazlar sayesinde genişletilmiş olur.;"The Wireless Distribution System 
(WDS) allows you to extend the range of your wireless network. With WDS, your EasyBox directly connect to another wireless access point.";"The Wireless Distribution System 
(WDS) allows you to extend the range of your wireless network. With WDS, your router directly connect to another wireless access point.";"El Sistema de Distribución Inalámbrico
(WDS) le permite ampliar el alcance de su red inalámbrica. Con WDS, el router conecta directamente a otro punto de acceso inalámbrico.";"The Wireless Distribution System 
(WDS) allows you to extend the range of your wireless network. With WDS, your EasyBox directly connect to another wireless access point.";;Das Wireless Distribution System (WDS) bietet die Möglichkeit, die Reichweite Ihres WLAN Netzwerks zu erhöhen. Mit WDS kann Ihre EasyBox eine direkte Verbindung zu einem weiteren WLAN Accesspoint aufbauen.;"The Wireless Distribution System 
(WDS) allows you to extend the range of your wireless network. With WDS, your EasyBox directly connect to another wireless access point.";Wireless Distribution System (WDS) ile, WiFi ağınızın kapsama alanını genişletebilirsiniz. EasyBox cihazınız, WDS ile başka cihazlarla (Access Points) doğrudan bağlantı kurabilir. Böylece WiFi ağınız bu cihazlar sayesinde genişletilmiş olur.;Das Wireless Distribution System (WDS) bietet die Möglichkeit, die Reichweite Ihres WLAN Netzwerks zu erhöhen. Mit WDS kann Ihre EasyBox eine direkte Verbindung zu einem weiteren WLAN Accesspoint aufbauen.;"The Wireless Distribution System 
(WDS) allows you to extend the range of your wireless network. With WDS, your EasyBox directly connect to another wireless access point.";"The Wireless Distribution System 
(WDS) allows you to extend the range of your wireless network. With WDS, your PlusBox directly connect to another wireless access point."
405003;WDS Function;WDS-Funktion;WDS fonksiyonu;WDS Function;WDS Function;Función WDS;WDS Function;;WDS-Funktion;WDS Function;WDS fonksiyonu;WDS-Funktion;WDS Function;WDS Function
405004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
405005;SSID;SSID;SSID;SSID;SSID;SSID;SSID;;SSID;SSID;SSID;SSID;SSID;SSID
405006;MAC Address;MAC-Adresse;MAC adresi;MAC Address;MAC Address;Dirección MAC;MAC Address;;MAC-Adresse;MAC Address;MAC adresi;MAC-Adresse;MAC Address;MAC Address
405007;Mode;Modus;Mod;Mode;Mode;Modo;Mode;;Modus;Mode;Mod;Modus;Mode;Mode
405008;Link;Verbinden;Bağlı;Link;Link;Enlace;Link;;Verbinden;Link;Bağlı;Verbinden;Link;Link
405009;WiFi Access Points;W-LAN Accesspoints;WiFi Accesspoint;WiFi Access Points;WiFi Access Points;Puntos de Acceso WiFi;WiFi Access Points;;WLAN Accesspoints;WiFi Access Points;WiFi Accesspoint;WLAN Accesspoints;WiFi Access Points;WiFi Access Points
405010;No MAC Addresses detected or specified.;Keine MAC-Adressen erkannt oder spezifiziert;MAC adresi tespit edilmedi veya belirlenmedi;No MAC Addresses detected or specified.;No MAC Addresses detected or specified.;No se han detectado o configurado direcciones MAC;No MAC Addresses detected or specified.;;Keine MAC-Adressen erkannt oder spezifiziert;No MAC Addresses detected or specified.;MAC adresi tespit edilmedi veya belirlenmedi;Keine MAC-Adressen erkannt oder spezifiziert;No MAC Addresses detected or specified.;No MAC Addresses detected or specified.
405011;Connected;Verbunden;Bağlı;Connected;Connected;Conectado;Connected;;Verbunden;Connected;Bağlı;Verbunden;Connected;Connected
405012; Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Normal WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.;Ihr Gast W-LAN ist derzeit ausgeschaltet, deshalb können diese Optionen nicht genutzt werden. Wählen Sie entweder das normale W-LAN Netzwerk, oder aktiveren Sie das Gast W-LAN auf der;Misafir WiFi ağınız şu anda kapalı, bu nedenle bu opsiyonlar kullanılamıyor. Normal WiFi ağını seçiniz veya misafir WiFi ağını şu {LINK_START}sayfada{LINK_END} açınız.; Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Normal WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.;Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Normal WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.;La WiFi de invitados está desactivada, por lo que estas opciones no se pueden utilizar. Seleccione la red WiFi Normal en el menú desplegable o habilite el WiFi de invitados en la página LINK_START {} {LINK_END general}.; Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Normal WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.;;Ihr Gast WLAN ist derzeit ausgeschaltet, deshalb können diese Optionen nicht genutzt werden. Wählen Sie entweder das normale WLAN Netzwerk, oder aktiveren Sie das Gast WLAN auf der Seite {LINK_START}Allgemein{LINK_END}.; Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Normal WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.;Misafir WiFi ağınız şu anda kapalı, bu nedenle bu opsiyonlar kullanılamıyor. Normal WiFi ağını seçiniz veya misafir WiFi ağını şu {LINK_START}sayfada{LINK_END} açınız.;Ihr Gast WLAN ist derzeit ausgeschaltet, deshalb können diese Optionen nicht genutzt werden. Wählen Sie entweder das normale WLAN Netzwerk, oder aktiveren Sie das Gast WLAN auf der; Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Normal WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.; Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Normal WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.
405013;Not Connected;Nicht verbunden;Bağlı değil;Not Connected;Not Connected;No conectado;Not Connected;;Nicht verbunden;Not Connected;Bağlı değil;Nicht verbunden;Not Connected;Not Connected
405014;Please wait, we are collecting information about WiFi devices around you;Bitte warten Sie, Informationen über W-LAN-Geräte im Netzwerk werden gesammelt.;Lütfen bekleyiniz, ağ içindeki WiFi cihazları hakkında bilgi toplanıyor.;Please wait, we are collecting information about WiFi devices around you;Please wait, we are collecting information about WiFi devices around you;Por favor espere, estamos recopilando información sobre los dispositivos Wi-Fi a su alrededor;Please wait, we are collecting information about WiFi devices around you;;Bitte warten Sie, Informationen über WLAN-Geräte im Netzwerk werden gesammelt.;Please wait, we are collecting information about WiFi devices around you;Lütfen bekleyiniz, ağ içindeki WiFi cihazları hakkında bilgi toplanıyor.;Bitte warten Sie, Informationen über WLAN-Geräte im Netzwerk werden gesammelt.;Please wait, we are collecting information about WiFi devices around you;Please wait, we are collecting information about WiFi devices around you
405015;Unsecured;Ungesichert;Korumasız;Unsecured;Unsecured;Sin seguridad;Unsecured;;Ungesichert;Unsecured;Korumasız;Ungesichert;Unsecured;Unsecured
405016;Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} page;Ihr W-LAN ist derzeit ausgeschaltet, deshalb sind diese Optionen nicht nutzbar. Sie können dennoch Änderungen vornehmen, die nach Einschalten des W-LAN wirksam werden. Hier können Sie W-LAN einschalten: {LINK_START}General{LINK_END};WiFi ağınız şu anda kapalı, bu nedenle bu opsiyonlar kullanılamıyor. Buna rağmen WiFi açıldıktan sonra etkili olan değişiklikleri gerçekleştirebilirsiniz. WiFi ağını burada açabilirsiniz: {LINK_START}General{LINK_END};Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} page;Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} page;No segura;Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} page;;Ihr WLAN ist derzeit ausgeschaltet, deshalb sind diese Optionen nicht nutzbar. Sie können dennoch Änderungen vornehmen, die nach Einschalten des WLAN wirksam werden. Hier können Sie WLAN einschalten: {LINK_START}General{LINK_END};Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} page;WiFi ağınız şu anda kapalı, bu nedenle bu opsiyonlar kullanılamıyor. Buna rağmen WiFi açıldıktan sonra etkili olan değişiklikleri gerçekleştirebilirsiniz. WiFi ağını burada açabilirsiniz: {LINK_START}General{LINK_END};Ihr WLAN ist derzeit ausgeschaltet, deshalb sind diese Optionen nicht nutzbar. Sie können dennoch Änderungen vornehmen, die nach Einschalten des WLAN wirksam werden. Hier können Sie WLAN einschalten: {LINK_START}General{LINK_END};Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} page;Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} page
405017;Offline;Offline;Offline;Offline;Offline;Desconectado;Offline;;Offline;Offline;Offline;Offline;Offline;Offline
405018;The %s1 band supports a maximum of %s2 Access Points.;Das %s1 Frequenz unterstützt maximal %s2 Endgeräte;%s1 frekansı maksimum %s2 cihazı destekler;The %s1 band supports a maximum of %s2 Access Points.;The %s1 band supports a maximum of %s2 Access Points.;La banda %s1 admite un máximo de %s2 puntos de acceso.;The %s1 band supports a maximum of %s2 Access Points.;;Das %s1 Frequenz unterstützt maximal %s2 Endgeräte;The %s1 band supports a maximum of %s2 Access Points.;%s1 frekansı maksimum %s2 cihazı destekler;Das %s1 Frequenz unterstützt maximal %s2 Endgeräte;The %s1 band supports a maximum of %s2 Access Points.;The %s1 band supports a maximum of %s2 Access Points.
405019;A Broadcast / Multicast MAC address is not allowed.;Die Broadcast / Multicast MAC Adresse ist nicht zulässig.;Broadcast / Multicast MAC adresi yasaktır.;A Broadcast / Multicast MAC address is not allowed.;A Broadcast / Multicast MAC address is not allowed.;No se permite una dirección MAC Multicast/Broadcast.;A Broadcast / Multicast MAC address is not allowed.;;Die Broadcast / Multicast MAC Adresse ist nicht zulässig.;A Broadcast / Multicast MAC address is not allowed.;Broadcast / Multicast MAC adresi yasaktır.;Die Broadcast / Multicast MAC Adresse ist nicht zulässig.;A Broadcast / Multicast MAC address is not allowed.;A Broadcast / Multicast MAC address is not allowed.
405020;Unable to add entry with MAC address that is already in the table or several entries with same MAC address.;Eintrag mit dieser MAC-Adresse nicht möglich, da diese sich bereits in der Tabelle befindet oder mehrere Einträge mit derselben MAC-Adresse.;Bu MAC adresi kulanılamaz. Aynı veya tabelada olan MAC adresi tek bir kez kullanilmaktadir.;Unable to add entry with MAC address that is already in the table or several entries with same MAC address.;Unable to add entry with MAC address that is already in the table or several entries with same MAC address.;No se puede agregar la entrada con la dirección MAC, ya que está actualmente incluida en la tabla.;Unable to add entry with MAC address that is already in the table or several entries with same MAC address.;;Eintrag mit dieser MAC-Adresse nicht möglich, da diese sich bereits in der Tabelle befindet oder mehrere Einträge mit derselben MAC-Adresse.;Unable to add entry with MAC address that is already in the table or several entries with same MAC address.;Bu MAC adresi kulanılamaz. Aynı veya tabelada olan MAC adresi tek bir kez kullanilmaktadir.;Eintrag mit dieser MAC-Adresse nicht möglich, da diese sich bereits in der Tabelle befindet oder mehrere Einträge mit derselben MAC-Adresse.;Unable to add entry with MAC address that is already in the table or several entries with same MAC address.;Unable to add entry with MAC address that is already in the table or several entries with same MAC address.
405021;It's not possible to link more than %s1 WDS connections.;Es ist nicht möglich, mehr als %s1 WDS-Verbindungen herzustellen.;WDS %s1´den fazla bağlantı mümkün değildir.;It's not possible to link more than %s1 WDS connections.;It's not possible to link more than %s1 WDS connections.;No es posible conectar más de %s1 conexiones WDS.;It's not possible to link more than %s1 WDS connections.;;Es ist nicht möglich, mehr als %s1 WDS-Verbindungen herzustellen.;It's not possible to link more than %s1 WDS connections.;WDS %s1´den fazla bağlantı mümkün değildir.;Es ist nicht möglich, mehr als %s1 WDS-Verbindungen herzustellen.;It's not possible to link more than %s1 WDS connections.;It's not possible to link more than %s1 WDS connections.
405022;Status;Status;Status;Status;Status;Estado;Status;;Status;Status;Status;Status;Status;Status
405023;Cannot link more than %s1 WDS connections;Verbindung zu mehr als %s1 WDS-Verbindungen nicht möglich.;WDS %s1 fazla bağlantı kullanamaz.;Cannot link more than %s1 WDS connections;Cannot link more than %s1 WDS connections;No se pueden vincular más de %s1 conexiones WDS;Cannot link more than %s1 WDS connections;;Verbindung zu mehr als %s1 WDS-Verbindungen nicht möglich.;Cannot link more than %s1 WDS connections;WDS %s1 fazla bağlantı kullanamaz.;Verbindung zu mehr als %s1 WDS-Verbindungen nicht möglich.;Cannot link more than %s1 WDS connections;Cannot link more than %s1 WDS connections
