ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
205014;Test email could not be sent. Please check your settings and try again.;Test-Email konnte nicht gesendet werden. Bitte prüfen Sie Ihre Einstellungen und versuchen es erneut;Test E-posta gönderilemedi. Ayarlarınızı kontrol edin ve tekrar deneyin;Test email could not be sent. Please check your settings and try again.;Test email could not be sent. Please check your settings and try again.;El email de prueba no se ha podido enviar. Por favor verifique la configuracion y vuelva a intentarlo.;Test email could not be sent. Please check your settings and try again.;;Test-Email konnte nicht gesendet werden. Bitte prüfen Sie Ihre Einstellungen und versuchen es erneut;Test email could not be sent. Please check your settings and try again.;Test E-posta gönderilemedi. Ayarlarınızı kontrol edin ve tekrar deneyin;Test-Email konnte nicht gesendet werden. Bitte prüfen Sie Ihre Einstellungen und versuchen es erneut;Test email could not be sent. Please check your settings and try again.;Test email could not be sent. Please check your settings and try again.
206001;Integrated Fax Machine;Integrierte Fax-Funktion;Entegre faks fonksiyonu;Integrated Fax Machine;Integrated Fax Machine;Fax integrado;Fax & POS;Fax e POS;Integrierte Fax-Funktion;Integrated Fax Machine;Entegre faks fonksiyonu;Integrierte Fax-Funktion;Integrated Fax Machine;Integrated Fax Machine
206002;Forward your fax to your email account.;Leiten Sie Ihr Fax auf Ihren Email account weiter.;Faksınızı E-posta hesabınıza yönlendiriniz.;Forward your fax to your email account.;Forward your fax to your email account.;Reenviar un fax a su cuenta de correo electrónico.;Modify your Fax & POS settings;Modifica le impostazioni Fax e POS;Leiten Sie Ihr Fax auf Ihren Email account weiter.;Forward your fax to your email account.;Faksınızı E-posta hesabınıza yönlendiriniz.;Leiten Sie Ihr Fax auf Ihren Email account weiter.;Forward your fax to your email account.;Forward your fax to your email account.
206003;Fax;Fax;Faks;Fax;Fax;Fax;Fax & POS;Fax e POS;Fax;Fax;Faks;Fax;Fax;Fax
206004;Fax Number;Fax-Nummer;Faks numarası;Fax Number;Fax Number;Número de Fax;Fax Number;Numero di Fax;Fax-Nummer;Fax Number;Faks numarası;Fax-Nummer;Fax Number;Fax Number
206005;Email Address;Email-Adresse;E-posta adresi;Email Address;Email Address;Dirección de correo electrónico;Email Address;Indirizzo Email;Email-Adresse;Email Address;E-posta adresi;Email-Adresse;Email Address;Email Address
206006;SMTP Server;SMTP-Server;SMTP-Server;SMTP Server;SMTP Server;Servidor SMTP;SMTP Server;Server SMTP;SMTP-Server;SMTP Server;SMTP-Server;SMTP-Server;SMTP Server;SMTP Server
206007;Password;Kennwort;Şifre;Password;Password;Contraseña;Password;Password;Kennwort;Password;Şifre;Kennwort;Password;Password
206008;NA;NA;NA;NA;NA;NA;This is a temporary service. The service will be disabled in %s minutes;Servizio temporaneo. Verrà disattivato tra %s minuti;NA;NA;NA;NA;NA;NA
207001;Wake Up Call;Automatische Weckfunktion;Uyandirma çagrisi;Wake Up Call;Wake Up Call;Servicio Despertador;Wake Up Call;;Automatische Weckfunktion;Wake Up Call;Uyandirma çagrisi;Automatische Weckfunktion;Wake Up Call;Wake Up Call
207002;Use your preferred phone as an alarm.;Nutzen Sie Ihr bevorzugtes Telefon als Wecker.;Tercih ettiğiniz telefonunuzu alarm olarak kullanınız.;Use your preferred phone as an alarm.;Use your phone as an alarm.;Usar teléfono como alarma.;Use your preferred phone as an alarm.;;Nutzen Sie Ihr bevorzugtes Telefon als Wecker.;Use your preferred phone as an alarm.;Tercih ettiğiniz telefonunuzu alarm olarak kullanınız.;Nutzen Sie Ihr bevorzugtes Telefon als Wecker.;Use your preferred phone as an alarm.;Use your preferred phone as an alarm.
207003;Name;Name;İsim;Name;Name;Nombre;Name;;Name;Name;İsim;Name;Name;Name
207004;Time;Uhrzeit;Saat;Time;Time;Hora;Time;;Uhrzeit;Time;Saat;Uhrzeit;Time;Time
207005;Day;Tag;Gün;Day;Day;Día;Day;;Tag;Day;Gün;Tag;Day;Day
207006;Phone Number;Telefonnummer;Telefon numarası;Phone Number;Phone Number;Número de teléfono;Phone Number;;Telefonnummer;Phone Number;Telefon numarası;Telefonnummer;Phone Number;Phone Number
207007;Add Wake Up Call;Weckfunktion hinzufügen;Uyandırma fonksiyonu ekle;Add Wake Up Call;Add Wake Up Call;Añadir Alarma;Add Wake Up Call;;Weckfunktion hinzufügen;Add Wake Up Call;Uyandırma fonksiyonu ekle;Weckfunktion hinzufügen;Add Wake Up Call;Add Wake Up Call
207008;Name;Name;İsim;Name;Name;Nombre;Name;;Name;Name;İsim;Name;Name;Name
207009;Ring Time;Weckzeit;Uyandırma zamanı;Ring Time;Ring Time;Hora;Ring Time;;Weckzeit;Ring Time;Uyandırma zamanı;Weckzeit;Ring Time;Ring Time
207010;Timeframe;Zeitdauer;Süre;Timeframe;Timeframe;Repetir;Timeframe;;Zeitdauer;Timeframe;Süre;Zeitdauer;Timeframe;Timeframe
207011;Repeat;Wiederholen;Tekrarla;Repeat;Repeat;Repetir;Repeat;;Wiederholen;Repeat;Tekrarla;Wiederholen;Repeat;Repeat
207012;Assign to these numbers;Mit diesen Rufnummern verknüpfen;Bu numaralarla ilişkilendir;Assign to these numbers;Assign to these numbers;Asignar a estos números;Assign to these numbers;;Mit diesen Rufnummern verknüpfen;Assign to these numbers;Bu numaralarla ilişkilendir;Mit diesen Rufnummern verknüpfen;Assign to these numbers;Assign to these numbers
207013;Edit Wake Up Call;Weckfunktion editieren;Uyandırma fonksiyonunu düzenle;Edit Wake Up Call;Edit Wake Up Call;Editar Alarma;Edit Wake Up Call;;Weckfunktion editieren;Edit Wake Up Call;Uyandırma fonksiyonunu düzenle;Weckfunktion editieren;Edit Wake Up Call;Edit Wake Up Call
207014;Mon;Mo;Pzt;Mon;Mon;Lun;Mon;;Mo;Mon;Pzt;Mo;Mon;Mon
207015;Tue;Di;Sa;Tue;Tue;Mar;Tue;;Di;Tue;Sa;Di;Tue;Tue
207016;Wed;Mi;Ça;Wed;Wed;Mie;Wed;;Mi;Wed;Ça;Mi;Wed;Wed
207017;Thu;Do;Pe;Thu;Thu;Jue;Thu;;Do;Thu;Pe;Do;Thu;Thu
207018;Fri;Fr;Cu;Fri;Fri;Vie;Fri;;Fr;Fri;Cu;Fr;Fri;Fri
207019;Sat;Sa;Cmt;Sat;Sat;Sáb;Sat;;Sa;Sat;Cmt;Sa;Sat;Sat
207020;Sun;So;Pa;Sun;Sun;Dom;Sun;;So;Sun;Pa;So;Sun;Sun
207021;No wake up calls created.;Keine Weckfunktion erzeugt.;Uyandırma fonksiyonu oluşturulmadı.;No wake up calls created.;No wake up calls created.;No hay alarmas creadas.;No wake up calls created.;;Keine Weckfunktion erzeugt.;No wake up calls created.;Uyandırma fonksiyonu oluşturulmadı.;Keine Weckfunktion erzeugt.;No wake up calls created.;No wake up calls created.
207022;The number has been changed. Please check your number elocation.;Die Rufnummer hat sich geändert. Bitte überprüfen sie ihre Rufnummern Zuordnung.;Telefon numarası değişmiştir. Lütfen telefon numarası eşleşmesini kontrol ediniz.;The number has been changed. Please check your number elocation.;The number has been changed. Please check your number elocation.;El número ha sido cambiado. Por favor confirme la localización de su número.;The number has been changed. Please check your number elocation.;;Die Rufnummer hat sich geändert. Bitte überprüfen sie ihre Rufnummern Zuordnung.;The number has been changed. Please check your number elocation.;Telefon numarası değişmiştir. Lütfen telefon numarası eşleşmesini kontrol ediniz.;Die Rufnummer hat sich geändert. Bitte überprüfen sie ihre Rufnummern Zuordnung.;The number has been changed. Please check your number elocation.;The number has been changed. Please check your number elocation.
207023;Are you sure you want to delete the wake up call?;Sind sie sich sicher, dass Sie den Weckruf löschen möchten?;Uyandırma çağrısını silmek istediğinizden emin misiniz?;Are you sure you want to delete the wake up call?;Are you sure you want to delete the wake up call?;¿Está seguro que desea eliminar la alarma?;Are you sure you want to delete the wake up call?;;Sind sie sich sicher, dass Sie den Weckruf löschen möchten?;Are you sure you want to delete the wake up call?;Uyandırma çağrısını silmek istediğinizden emin misiniz?;Sind sie sich sicher, dass Sie den Weckruf löschen möchten?;Are you sure you want to delete the wake up call?;Are you sure you want to delete the wake up call?
207024;A maximum of %s wake up calls is possible.;Es sind maximal % s Weckanrufe möglich.;"Sadece %s uyandırma çağrısını mümkün.
";A maximum of %s wake up calls is possible.;A maximum of %s wake up calls is possible.;Es posible un máximo de %s alarmas.;A maximum of %s wake up calls is possible.;;Es sind maximal % s Weckanrufe möglich.;A maximum of %s wake up calls is possible.;"Sadece %s uyandırma çağrısını mümkün.
";Es sind maximal % s Weckanrufe möglich.;A maximum of %s wake up calls is possible.;A maximum of %s wake up calls is possible.
207025;A wake up call for this time already exists.;Ein Weckanruf für diese gesetzte Zeit existiert schon.;Bu süre için uyandırma çağrısı var.;A wake up call for this time already exists.;A wake up call for this time already exists.;Ya existe una alarma en esa hora.;A wake up call for this time already exists.;;Ein Weckanruf für diese gesetzte Zeit existiert schon.;A wake up call for this time already exists.;Bu süre için uyandırma çağrısı var.;Ein Weckanruf für diese gesetzte Zeit existiert schon.;A wake up call for this time already exists.;A wake up call for this time already exists.
208001;Call Forwarding;Anrufweiterleitung;Arama yönlendirme;Call Forwarding;Call Forwarding;Desvío de llamadas;Call Forwarding;;Anrufweiterleitung;Call Forwarding;Arama yönlendirme;Anrufweiterleitung;Call Forwarding;Call Forwarding
208002;Login with your username and password and go under Meine Produkte. If you click on the menu Sprache and find Konfiguration you can set your call forwarding configuration under   Anschlusseinstellung.;Melden Sie sich auf vodafone.de unter MeinVodafone, Meine Produkte, Sprache, Konfiguration an, um Ihre Anrufweiterleitung zu konfigurieren.;Arama yönlendirme konfigürasyonunu düzenlemek için vodafone.de üzerinde MeinVodafone, Meine Produkte, Sprache, Konfiguration menüsü altında sisteme giriş yapınız.;"Click ""My Account"" to log on to your personal account and configure Call Forwarding.";"Click ""My Account"" to log on to your personal account and configure Call Forwarding.";Haga clic en Mi Producto y podrá configurar el reenvío de llamadas.;"Click ""My Account"" to log on to your personal account and configure Call Forwarding.";;Melden Sie sich auf vodafone.de unter MeinVodafone, Meine Produkte, Sprache, Konfiguration an, um Ihre Anrufweiterleitung zu konfigurieren.;Login with your username and password and go under Meine Produkte. If you click on the menu Sprache and find Konfiguration you can set your call forwarding configuration under   Anschlusseinstellung.;Arama yönlendirme konfigürasyonunu düzenlemek için vodafone.de üzerinde MeinVodafone, Meine Produkte, Sprache, Konfiguration menüsü altında sisteme giriş yapınız.;Melden Sie sich auf vodafone.de unter MeinVodafone, Meine Produkte, Sprache, Konfiguration an, um Ihre Anrufweiterleitung zu konfigurieren.;Login with your username and password and go under Meine Produkte. If you click on the menu Sprache and find Konfiguration you can set your call forwarding configuration under   Anschlusseinstellung.;Login with your username and password and go under Meine Produkte. If you click on the menu Sprache and find Konfiguration you can set your call forwarding configuration under   Anschlusseinstellung.
208003;Click here to sign into your personal account;Klicken Sie hier, um zu Ihrem persönlichen Zugang zu gelangen;Kişisel hesabınıza gitmek için burayı tıklayınız.;Click here to sign into your personal account;Click here to sign into your personal account;Haga clic aquí para iniciar sesión en su cuenta personal;Click here to sign into your personal account;;Klicken Sie hier, um zu Ihrem persönlichen Zugang zu gelangen;Click here to sign into your personal account;Kişisel hesabınıza gitmek için burayı tıklayınız.;Klicken Sie hier, um zu Ihrem persönlichen Zugang zu gelangen;Click here to sign into your personal account;Click here to sign into your personal account
208004;If you have not registered so far, please follow the steps provided in your Welcome Letter.;Sollten Sie sich noch nicht registriert haben, folgen Sie bitte den Anweisungen aus Ihrem Willkommensbrief.;Eğer sisteme kaydınızı yapmadıysanız, lütfen karşılama mektubunda açıklanmış olan talimatları takip ediniz.;If you have not registered so far, please follow the steps provided in your Welcome Letter.;If you have not registered so far, please follow the steps provided in your Welcome Letter.;Si no se ha registrado hasta ahora, por favor, siga los pasos que se indican en su carta de bienvenida.;If you have not registered so far, please follow the steps provided in your Welcome Letter.;;Sollten Sie sich noch nicht registriert haben, folgen Sie bitte den Anweisungen aus Ihrem Willkommensbrief.;If you have not registered so far, please follow the steps provided in your Welcome Letter.;Eğer sisteme kaydınızı yapmadıysanız, lütfen karşılama mektubunda açıklanmış olan talimatları takip ediniz.;Sollten Sie sich noch nicht registriert haben, folgen Sie bitte den Anweisungen aus Ihrem Willkommensbrief.;If you have not registered so far, please follow the steps provided in your Welcome Letter.;If you have not registered so far, please follow the steps provided in your Welcome Letter.
208005;MeinVodafone;MeinVodafone;MeinVodafone;My Account;My Account;Mi Cuenta;My Account;;MeinVodafone;MeinVodafone;MeinVodafone;MeinVodafone;MeinVodafone;MeinVodafone
209001;Number Blocking;Rufnummernsperre;Numara engelleme;Number Blocking;Number Blocking;Bloqueo de número;Number Blocking;;Rufnummernsperre;Number Blocking;Numara engelleme;Rufnummernsperre;Number Blocking;Number Blocking
209002;Stay in control of your bills and block outgoing calls to unwanted numbers.;Schützen Sie sich vor Überraschungen, indem Sie unerwünschte Rufnummern sperren.;İstenmeyen telefon numaralarını engelleyerek sürprizlerden korununuz.;Stay in control of your bills and block outgoing calls to unwanted numbers.;Stay in control of your bills and block outgoing calls to unwanted numbers.;Mantenga el control de sus facturas y bloquee las llamadas salientes a números no deseados.;Stay in control of your bills and block outgoing calls to unwanted numbers.;;Schützen Sie sich vor Überraschungen, indem Sie unerwünschte Rufnummern sperren.;Stay in control of your bills and block outgoing calls to unwanted numbers.;İstenmeyen telefon numaralarını engelleyerek sürprizlerden korununuz.;Schützen Sie sich vor Überraschungen, indem Sie unerwünschte Rufnummern sperren.;Stay in control of your bills and block outgoing calls to unwanted numbers.;Stay in control of your bills and block outgoing calls to unwanted numbers.
209003;Outgoing Number Blocking;Sperre abgehender Rufnummern;Aranan numaraları engelleme;Outgoing Number Blocking;Outgoing Number Blocking;Bloqueo de número saliente;Outgoing Number Blocking;;Sperre abgehender Rufnummern;Outgoing Number Blocking;Aranan numaraları engelleme;Sperre abgehender Rufnummern;Outgoing Number Blocking;Outgoing Number Blocking
209004;Incoming Number Blocking;Sperre ankommender Rufnummern;Arayan numaraları engelleme;Incoming Number Blocking;Incoming Number Blocking;Bloqueo de número entrante;Incoming Number Blocking;;Sperre ankommender Rufnummern;Incoming Number Blocking;Arayan numaraları engelleme;Sperre ankommender Rufnummern;Incoming Number Blocking;Incoming Number Blocking
209005;Outgoing;Abgehend;Giden;Outgoing;Outgoing;Saliente;Outgoing;;Abgehende Anrufe;Outgoing Calls;Aranan kişi;Abgehende Anrufe;Outgoing Calls;Outgoing Calls
209006;Do not allow connections to these numbers;Verbindung zu folgenden Rufnummern unterbinden;Şu telefon numaralarına bağlantıyı engelle;Do not allow connections to these numbers;Do not allow connections to these numbers;No permitir conexiones a estos números;Do not allow connections to these numbers;;Folgende Rufnummern unterbinden;Do not allow connections to these numbers;Şu telefon numaralarına bağlantıyı engelle;Folgende Rufnummern unterbinden;Do not allow connections to these numbers;Do not allow connections to these numbers
209007;Block connections to all foreign numbers;Auslandsverbindungen unterbinden;Yurt dışına giden bağlantıları engelle;Block connections to all foreign numbers;Block connections to all foreign numbers;Bloquear conexiones a todos los números extranjeros;Block connections to all foreign numbers;;Auslandsverbindungen unterbinden;Block connections to all foreign numbers;Yurt dışına giden bağlantıları engelle;Auslandsverbindungen unterbinden;Block connections to all foreign numbers;Block connections to all foreign numbers
209008;Block connections to all special rate numbers;Verbindung zu Sonder-Rufnummern unterbinden;Özel telefon numaralarına giden bağlantıları engelle;Block connections to all special rate numbers;Block connections to all special rate numbers;Bloquear conexiones a todos los números de tarificación especial;Block connections to all special rate numbers;;Verbindung zu Sonder-Rufnummern unterbinden;Block connections to all special rate numbers;Özel telefon numaralarına giden bağlantıları engelle;Verbindung zu Sonder-Rufnummern unterbinden;Block connections to all special rate numbers;Block connections to all special rate numbers
209009;"You can also block ranges of numbers for example: ""0160#"" blocks all numbers starting with ""0160"".";"Sie haben auch die Möglichkeit, Rufnummernbereiche zu sperren. Beispielsweise sperrt ""0160#"" alle Rufnummern, die mit ""0160"" beginnen.";"Ayrıca telefon numarası aralıklarını engelleme imkanına da sahipsiniz. Örneğin ""0160#"", ""0160"" ile başlayan tüm telefon numaralarını engeller.";"You can also block ranges of numbers for example: ""0160#"" blocks all numbers starting with ""0160"".";"You can also block ranges of numbers for example: ""0160#"" blocks all numbers starting with ""0160"".";"También puede bloquear rangos de números, por ejemplo: ""0160#"" bloquea todos los números que empiezan por ""0160"".";"You can also block ranges of numbers for example: ""0160#"" blocks all numbers starting with ""0160"".";;"Sie haben auch die Möglichkeit, Rufnummernbereiche zu sperren. Beispielsweise sperrt ""0160#"" alle Rufnummern, die mit ""0160"" beginnen.";"You can also block ranges of numbers.For example: ""0160#"" blocks all numbers starting with ""0160"".";"Ayrıca telefon numarası aralıklarını engelleme imkanına da sahipsiniz. Örneğin ""0160#"", ""0160"" ile başlayan tüm telefon numaralarını engeller.";"Sie haben auch die Möglichkeit, Rufnummernbereiche zu sperren. Beispielsweise sperrt ""0160#"" alle Rufnummern, die mit ""0160"" beginnen.";"You can also block ranges of numbers.For example: ""0160#"" blocks all numbers starting with ""0160"".";"You can also block ranges of numbers.For example: ""0160#"" blocks all numbers starting with ""0160""."
209010;Incoming;Ankommend;Gelen;Incoming;Incoming;Entrante;Incoming;;Ankommende Anrufe;Incoming Calls;Arayan kişi;Ankommende Anrufe;Incoming Calls;Incoming Calls
209011;Do not allow connections from these numbers;Anrufe von diesen Rufnummern unterbinden;Şu telefon numaralarından gelen aramaları engelle;Do not allow connections from these numbers;Do not allow connections from these numbers;No permitir conexiones desde estos números;Do not allow connections from these numbers;;Anrufe von diesen Rufnummern unterbinden;Do not allow connections from these numbers;Şu telefon numaralarından gelen aramaları engelle;Anrufe von diesen Rufnummern unterbinden;Do not allow connections from these numbers;Do not allow connections from these numbers
209012;Incoming phone number;Ankommende Telefonnummer;Arayan telefon numarası;Incoming phone number;Incoming phone number;Número de teléfono entrante;Incoming phone number;;Ankommende Telefonnummer;Incoming phone number;Arayan telefon numarası;Ankommende Telefonnummer;Incoming phone number;Incoming phone number
209013;Outgoing phone number;Abgehende Telefonnummer;Aranan telefon numarası;Outgoing phone number;Outgoing phone number;Número de teléfono saliente;Outgoing phone number;;Abgehende Telefonnummer;Outgoing phone number;Aranan telefon numarası;Abgehende Telefonnummer;Outgoing phone number;Outgoing phone number
209014;Invalid blocking outgoing phone number;Gesperrte abgehende Rufnummer ungültig;Engellenen giden numarası geçersiz;Invalid blocking outgoing phone number;Invalid blocking outgoing phone number;Bloque de número saliente inválido;Invalid blocking outgoing phone number;;Ungültige Rufnummer;Invalid phone number;Engellenen giden numarası geçersiz;Ungültige Rufnummer;Invalid phone number;Invalid phone number
209015;Invalid blocking incoming phone number;Gesperrte ankommende Rufnummer ungültig;Engellenen gelene numarası geçersiz;Invalid blocking incoming phone number;Invalid blocking incoming phone number;Bloque de número entrante inválido;Invalid blocking incoming phone number;;Ungültige Rufnummer;Invalid phone number;Engellenen gelene numarası geçersiz;Ungültige Rufnummer;Invalid phone number;Invalid phone number
210001;Ringing Schedule;Ruhe vor dem Telefon;Telefonsuz zaman;Ringing Schedule;Ringing Schedule;No molestar;Ringing Schedule;;Ruhe vor dem Telefon;Ringing Schedule;Telefonsuz zaman;Ruhe vor dem Telefon;Ringing Schedule;Ringing Schedule
210002;Manage your quiet times by defining when your phones should or should not ring.;Stellen Sie hier ein, wann Ihre Telefone nicht klingeln sollen.;Telefonlarınızın çalmasını istemediğiniz süreleri burada ayarlayabilirsiniz.;Manage your quiet times by defining when your phones should or should not ring.;Manage your quiet times by defining when your phone should not ring.;Defina los periodos en los que sus teléfonos no sonarán.;Manage your quiet times by defining when your phones should or should not ring.;;Erstellen Sie hier Ihren eigenen Zeitplan, wann Ihr Telefon (nicht) klingeln soll.;Define schedules when your phones should or should not ring.;Telefonlarınızın çalmasını istemediğiniz süreleri burada ayarlayabilirsiniz.;Erstellen Sie hier Ihren eigenen Zeitplan, wann Ihr Telefon (nicht) klingeln soll.;Define schedules when your phones should or should not ring.;Define schedules when your phones should or should not ring.
210003;Ringing Schedule;Ruhe vor dem Telefon;Telefonsuz zaman;Ringing Schedule;Ringing Schedule;No molestar;Ringing Schedule;;Ruhe vor dem Telefon;Ringing Schedule;Telefonsuz zaman;Ruhe vor dem Telefon;Ringing Schedule;Ringing Schedule
210004;During this time ringing is;Während dieser Zeit ist klingeln;Bu süre içinde telefonun çalması;During this time ringing is;During this time ringing is;Durante este tiempo el timbre está;During this time ringing is;;Während dieser Zeit ist klingeln;During this time ringing is;Bu süre içinde telefonun çalması;Während dieser Zeit ist klingeln;During this time ringing is;During this time ringing is
210005;Time (24 Hours);Zeit (24 Stunden);Süre (24 saat);Time (24 Hours);Time (24 Hours);Hora (formato 24h);Time (24 Hours);;Zeit (24 Stunden);Time (24 Hours);Süre (24 saat);Zeit (24 Stunden);Time (24 Hours);Time (24 Hours)
210006;From;Von;Başlangıç;From;From;De;From;;von;from;Başlangıç;von;from;from
210007;To;Bis;Bitiş;To;To;A;To;;bis;to;Bitiş;bis;to;to
210008;"Cannot set option ""All"" together with other numbers.";"Die Option ""Alle"" ist nicht mit weiteren Nummern kombinierbar.";"""Tüm"" numaraları ile kombine edilemez.";"Cannot set option ""All"" together with other numbers.";"Cannot set option ""All"" together with other numbers.";"No se puede establecer la opción ""Todos"", junto con otros números.";"Cannot set option ""All"" together with other numbers.";;"Die Option ""Alle"" ist nicht mit weiteren Nummern kombinierbar.";"Cannot set option ""All"" together with other numbers.";"""Tüm"" numaraları ile kombine edilemez.";"Die Option ""Alle"" ist nicht mit weiteren Nummern kombinierbar.";"Cannot set option ""All"" together with other numbers.";"Cannot set option ""All"" together with other numbers."
211001;Phone Numbers;Rufnummernzuordnung;Telefon numaraları;Phone Numbers;Phone Numbers;Números de Teléfono;Phone Numbers;;Rufnummernzuordnung;Phone Numbers;Telefon numaraları;Rufnummernzuordnung;Phone Numbers;Phone Numbers
211002;Give your phone numbers individual names. ;Weisen Sie Ihren Rufnummern individuelle Namen zu.;Telefon numaralarınıza özel isim veriniz;Give your phone numbers individual names. ;Give your phone numbers individual names.;Proporcione a sus números de teléfono nombres individuales.;Give your phone numbers individual names. ;;Hier können Sie Ihren Rufnummern und Telefon-Anschlüssen individuelle Namen zuweisen.;Give your phone numbers and connections individual names. ;Telefon numaralarınıza ve hatlarınıza özel isim verebilirsiniz.;Hier können Sie Ihren Rufnummern und Telefon-Anschlüssen individuelle Namen zuweisen.;Give your phone numbers and connections individual names. ;Give your phone numbers and connections individual names. 
211003;Numbers;Nummern;Numaralar;Numbers;Numbers;Números;Numbers;;Ihre Rufnummer(n);Your Phone Numbers;Numaranız;Ihre Rufnummer(n);Your Phone Numbers;Your Phone Numbers
211004;Number;Nummer;Numaralar;Number;Number;Número;Number;;Rufnummer;Phone Number;Numaralar;Rufnummer;Phone Number;Phone Number
211005;Predial Number;Kurzwahl;Hızlı Arama;Predial Number;Predial Number;Número de predeterminado;Predial Number;;Kurzwahl;Predial Number;Hızlı Arama;Kurzwahl;Predial Number;Predial Number
211006;Name;Name;İsim;Name;Name;Nombre;Name;;Name;Name;İsim;Name;Name;Name
211007;UMTS Number;UMTS-Nummer;3G numarasi;UMTS Number;UMTS Number;Número UMTS;UMTS Number;;UMTS-Nummer;UMTS Number;3G numarasi;UMTS-Nummer;UMTS Number;UMTS Number
211008;The activation is not yet complete. Please finish the activation to use this feature.;Um diese Funktion nutzen zu können führen sie bitte die Aktivierung vollständig durch.;Bu fonksiyonu kullanabilmek için lütfen etkinleştirme işlemini tam olarak gerçekleştiriniz.;The activation is not yet complete. Please finish the activation to use this feature.;The activation is not yet complete. Please finish the activation to use this feature.;La activación aún no se ha completado. Por favor compleétela activación para usar esta función.;The activation is not yet complete. Please finish the activation to use this feature.;;Um diese Funktion nutzen zu können führen sie bitte die Aktivierung vollständig durch.;The activation is not yet complete. Please finish the activation to use this feature.;Bu fonksiyonu kullanabilmek için lütfen etkinleştirme işlemini tam olarak gerçekleştiriniz.;Um diese Funktion nutzen zu können führen sie bitte die Aktivierung vollständig durch.;The activation is not yet complete. Please finish the activation to use this feature.;The activation is not yet complete. Please finish the activation to use this feature.
211009;Local Area Code;Vorwahl;Kod numarası;Local Area Code;Local Area Code;Código de área local;Local Area Code;;Vorwahl;Local Area Code;Kod numarası;Vorwahl;Local Area Code;Local Area Code
211010;NA;NA;NA;NA;NA;NA;NA;NA;Rufnummername;Name;"
Numara ismi";Rufnummername;Name;Name
211011;NA;NA;NA;NA;NA;NA;NA;NA;Anschlussname;Connection Name;Bağlantı ismi;Anschlussname;Connection Name;Connection Name
211012;NA;NA;NA;NA;NA;NA;NA;NA;Anschluss;Connection;Bağlantı;Anschluss;Connection;Connection
211013;NA;NA;NA;NA;NA;NA;NA;NA;Interne Kurzwahl;Internal Number;İç hızlı arama;Interne Kurzwahl;Internal Number;Internal Number
211014;NA;NA;NA;NA;NA;NA;NA;NA;Telefon-Anschlüsse;Phone Connections;Telefon Bağlantıları;Telefon-Anschlüsse;Phone Connections;Phone Connections
212001;Incoming;Ankommend;Gelen aramalar;Incoming;Incoming;Entrante;Incoming;;Ankommend;Incoming;Gelen aramalar;Ankommend;Incoming;Incoming
212002;Map your incoming calls to your preferred ports.;Weisen Sie Ihren ankommenden Rufnummern bevorzugte Anschlüsse zu.;Gelen aramalar için tercih ettiğiniz bağlantıları tayin ediniz.;Map your incoming calls to your preferred ports.;Map your incoming calls to your preferred ports.;Mapee sus llamadas entrantes a sus puertos preferidos;Map your incoming calls to your preferred ports.;;Weisen Sie Ihren ankommenden Rufnummern bevorzugte Anschlüsse zu.;Map your incoming calls to your preferred connections.;Gelen aramalar için tercih ettiğiniz bağlantıları tayin ediniz.;Weisen Sie Ihren ankommenden Rufnummern bevorzugte Anschlüsse zu.;Map your incoming calls to your preferred connections.;Map your incoming calls to your preferred connections.
212003;Your Numbers;Ihre Rufnummern;Telefon numaralarınız;Your Numbers;Your Numbers;Sus números;Your Numbers;;Rufnummer;Phone Number;Telefon numaraları;Rufnummer;Phone Number;Phone Number
212004;Name;Name;İsim;Name;Name;Nombre;Name;;Rufnummername;Name;"Numara ismi
";Rufnummername;Name;Name
212005;Phone 1 (F/N);Telefon 1 (F/N);Telefon 1 (F/N);Phone 1 (F/N);Phone 1 (F/N);Teléfono 1 (F / N);Phone 1 (F/N);;Telefon 1 (F/N);Phone 1 (F/N);Telefon 1 (F/N);Telefon 1 (F/N);Phone 1 (F/N);Phone 1 (F/N)
212006;Phone 2 (U);Telefon 2 (U);Telefon 2 (U);Phone 2 (U);Phone 2 (U);Teléfono 2 (U);Phone 2 (U);;Telefon 2 (U);Phone 2 (U);Telefon 2 (U);Telefon 2 (U);Phone 2 (U);Phone 2 (U)
212007;ISDN Bus;ISDN-Bus;ISDN-Bus;ISDN Bus;ISDN Bus;ISDN Bus;ISDN Bus;;ISDN-Bus;ISDN Bus;ISDN-Bus;ISDN-Bus;ISDN Bus;ISDN Bus
212008;Phone 1 (U1);"
Telefon 1 (U1)
";"
Telefon 1 (U1)
";;;;NA;NA;Telefon 1 (U1);Phone 1 (U1);"
Telefon 1 (U1)
";Telefon 1 (U1);Phone 1 (U1);Phone 1 (U1)
212009;Phone 2 <br />(U2);"
Telefon 2 (U2)
";"
Telefon 2 (U2)
";;;;NA;NA;Telefon 2 (U2);Phone 2 (U2);"
Telefon 2 (U2)
";Telefon 2 (U2);Phone 2 (U2);Phone 2 (U2)
213001;Outgoing;Abgehend;Giden aramalar;Outgoing;Outgoing;Saliente;Outgoing;;Abgehend;Outgoing;Giden aramalar;Abgehend;Outgoing;Outgoing
