ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
805007;As you skipped the guided activation process, you will have to run it later to activate your LTE SIM card.;Da Sie die geführte LTE-Aktivierung abgebrochen haben, müssen Sie diesen Vorgang später durchführen, um LTE zu aktivieren.;4G etkinleştirme işlemini yarıda kestiniz. Bu işlemi, 4G'yi etkinleştirmek için daha sonra gerçekleştirmeniz şarttır.;As you skipped the guided activation process, you will have to run it later to activate your LTE SIM card.;As you skipped the guided activation process, you will have to run it later to activate your LTE SIM card.;Como se ha saltado el proceso de activación guiada, usted tendrá que ejecutarlo después de activar su tarjeta SIM.;NA;NA;Da Sie die geführte LTE-Aktivierung abgebrochen haben, müssen Sie diesen Vorgang später durchführen, um LTE zu aktivieren.;As you skipped the guided activation process, you will have to run it later to activate your LTE SIM card.;4G etkinleştirme işlemini yarıda kestiniz. Bu işlemi, 4G'yi etkinleştirmek için daha sonra gerçekleştirmeniz şarttır.;Da Sie die geführte LTE-Aktivierung abgebrochen haben, müssen Sie diesen Vorgang später durchführen, um LTE zu aktivieren.;As you skipped the guided activation process, you will have to run it later to activate your LTE SIM card.;As you skipped the guided activation process, you will have to run it later to activate your LTE SIM card.
805008;Waiting for ACS Connection.;Warten auf ACS-Verbindung;ACS bağlantısı bekleniyor;Waiting for ACS Connection.;Waiting for ACS Connection.;Esperando Conexión ACS.;NA;NA;Warten auf ACS-Verbindung;Waiting for ACS Connection.;ACS bağlantısı bekleniyor;Warten auf ACS-Verbindung;Waiting for ACS Connection.;Waiting for ACS Connection.
805009;Waiting for LTE Network.;Warten auf LTE-Netzwerk;4G ağı bekleniyor;Waiting for LTE Network.;Waiting for LTE Network.;Esperando red LTE.;NA;NA;Warten auf LTE-Netzwerk;Waiting for LTE Network.;4G ağı bekleniyor;Warten auf LTE-Netzwerk;Waiting for LTE Network.;Waiting for LTE Network.
805010;Waiting for LTE SIM Validation.;Warten auf LTE SIM-Kartenprüfung;4G SIM kartı kontrolü bekleniyor;Waiting for LTE SIM Validation.;Waiting for LTE SIM Validation.;Esperando  validación de la red SIM;NA;NA;Warten auf LTE SIM-Kartenprüfung;Waiting for LTE SIM Validation.;4G SIM kartı kontrolü bekleniyor;Warten auf LTE SIM-Kartenprüfung;Waiting for LTE SIM Validation.;Waiting for LTE SIM Validation.
805011;Your EasyBox account is set up.;Ihr EasyBox Zugang ist eingerichtet;EasyBox hesabınız düzenlendi.;Your EasyBox account is set up.;Your router account is set up.;Su cuenta en el router está configurada.;NA;NA;Ihr EasyBox Zugang ist eingerichtet;Your EasyBox account is set up.;EasyBox hesabınız düzenlendi.;Ihr EasyBox Zugang ist eingerichtet;Your EasyBox account is set up.;Your PlusBox account is set up.
805012;Your EasyBox account is set up.;Ihr EasyBox Zugang ist eingerichtet;EasyBox hesabınız düzenlendi.;Your EasyBox account is set up.;Your router account is set up.;Su cuenta en el router está configurada.;NA;NA;Ihr EasyBox Zugang ist eingerichtet;Your EasyBox account is set up.;EasyBox hesabınız düzenlendi.;Ihr EasyBox Zugang ist eingerichtet;Your EasyBox account is set up.;Your PlusBox account is set up.
805013;Contacting the Vodafone Network;Verbindung zum Vodafone-Netzwerk;Vodafone Network´e bağlanıyor ;Contacting the Vodafone Network;Contacting the Vodafone Network;Contactando con la red Vodafone.;NA;NA;Verbindung zum Vodafone-Netzwerk;Contacting the Vodafone Network;Vodafone Network´e bağlanıyor ;Verbindung zum Vodafone-Netzwerk;Contacting the Vodafone Network;Contacting the Vodafone Network
805014;Checking LTE PIN;LTE PIN wird geprüfft;4G PIN kontrol ediliyor;Checking LTE PIN;Checking LTE PIN;Comprobando PIN;NA;NA;LTE PIN wird geprüfft;Checking LTE PIN;4G PIN kontrol ediliyor;LTE PIN wird geprüfft;Checking LTE PIN;Checking LTE PIN
805015;Your LTE SIM is locked. Please unlock it.;Ihre LTE SIM- Karte ist gesperrt. Bitte entsperren.;4G SIM kartı kilitli. Lütfen açın.;Your LTE SIM is locked. Please unlock it.;Your LTE SIM is locked. Please unlock it.;Su SIM está bloqueada. Por favor, desbloqueéla;NA;NA;Ihre LTE SIM- Karte ist gesperrt. Bitte entsperren.;Your LTE SIM is locked. Please unlock it.;4G SIM kartı kilitli. Lütfen açın.;Ihre LTE SIM- Karte ist gesperrt. Bitte entsperren.;Your LTE SIM is locked. Please unlock it.;Your LTE SIM is locked. Please unlock it.
806001;Set Password;Kennwort setzen;Şifre belirleme;Set Password;Set Password;Establecer contraseña;NA;NA;Kennwort setzen;Set Password;Şifre belirleme;Kennwort setzen;Set Password;Set Password
806002;Enter the words above;Geben Sie die Wörter ein;Yukarıdaki sözcükleri giriniz;Enter the words above;Enter the words above;Introduzca las palabras anteriores;Enter the words above;;Geben Sie die Wörter ein;Enter the words above;Yukarıdaki sözcükleri giriniz;Geben Sie die Wörter ein;Enter the words above;Enter the words above
806003;Security Challenge;Sicherheitseinstellung;Güvenlik ayarı;Security Challenge;Security Challenge;Challenge de seguridad;NA;NA;Sicherheitseinstellung;Security Challenge;Güvenlik ayarı;Sicherheitseinstellung;Security Challenge;Security Challenge
806004;Account Setup Completed;Setup abgeschlossen;Düzenleme işlemi tamamlandı;Account Setup Completed;Account Setup Completed;Configuración de la cuenta completada;NA;NA;Zugang EasyBox: Einrichtung abgeschlossen;Access EasyBox: Setup Completed;EsayBox'unuza erişim: Düzenleme işlemi tamamlandı;Setup abgeschlossen;Account Setup Completed;Access PlusBox: Setup Completed
806005;Your EasyBox account is set up.;Ihr Zugang ist nun eingerichtet.;Hesabınız şimdi düzenlenmiştir.;Your EasyBox account is set up.;Your router account is set up.;Su cuenta en el router está configurada.;NA;NA;Ihr Zugang ist nun eingerichtet.;Your EasyBox account is set up.;Hesabınız şimdi düzenlenmiştir.;Ihr Zugang ist nun eingerichtet.;Your EasyBox account is set up.;Your PlusBox account is set up.
806006;As you skipped the guided activation process, you can activate your EasyBox by selecting the Activation on the Log In page.;Die Aktivierung Ihrer EasyBox können Sie auch später durchführfen. Klicken Sie dazu auf der Log-In Seite auf Aktivierung.;4G ve 3G ayarlarını daha sonra da yapabilirsiniz, bu işlemler ile ilgili bilgileri internette bulabilirsiniz.;As you skipped the guided activation process, you can activate your EasyBox by selecting the Activation on the Log In page.;As you skipped the guided activation process, you can activate your router by selecting the Activation on the Log In page.;Como se ha saltado el proceso de activación guiada, usted puede activar su router seleccionando activación en la página del router.;NA;NA;Die Aktivierung Ihrer EasyBox können Sie auch später durchführen. Klicken Sie dazu auf der Log-In Seite auf Aktivierung.;As you skipped the guided activation process, you can activate your EasyBox by selecting the Activation on the Log In page.;Aktivasyonu daha sonra da yapabilirsiniz. Ana sayfasında aktivasyona tıklayın.;Die Aktivierung Ihrer EasyBox können Sie auch später durchführfen. Klicken Sie dazu auf der Log-In Seite auf Aktivierung.;As you skipped the guided activation process, you can activate your EasyBox by selecting the Activation on the Log In page.;As you skipped the guided activation process, you can activate your PlusBox by selecting the Activation on the Log In page.
806007;You are now ready to use the full functionality of the EasyBox.;Nun können Sie alle Funktionen Ihrer EasyBox voll nutzen.;Şimdi EasyBox cihazınızın tüm fonksiyonlarını tam olarak kullanabilirsiniz.;You are now ready to use the full functionality of the EasyBox.;You are now ready to use the full functionality of the router.;Ahora está preparado para utilizar toda la funcionalidad de su router.;NA;NA;Achtung: Ohne die Aktivierung der EasyBox mit dem Modem-Installationscode werden Funktionen wie Telefonie und Internet nicht unterstützt!;Attention: Without activating the EasyBox with the Modem-Installationscode not all features like Phone and Internet will be supported!;Dikkat: Modem-Installationscode'suz telefon ve internet gibi özelliklere aktive olmadan fonksiyona gecemez! ;Nun können Sie alle Funktionen Ihrer EasyBox voll nutzen.;You are now ready to use the full functionality of the EasyBox.;Attention: Without activating the PlusBox with the Modem-Installationscode not all features like Phone and Internet will be supported!
806008;Passwords do not match.;Kennwörter stimmen nicht überein.;Şifrel eşit değil.;Passwords do not match.;Passwords do not match.;Las contraseñas no coinciden.;NA;NA;Kennwörter stimmen nicht überein.;Passwords do not match.;Şifrel eşit değil.;Kennwörter stimmen nicht überein.;Passwords do not match.;Passwords do not match.
806009;Entered Captcha was wrong.;Eingegebenes Captcha ist falsch.;Kullandığınız Captcha yanlış.;Entered Captcha was wrong.;Entered Captcha was wrong.;El captcha introducido no es correcto;NA;NA;Eingegebenes Captcha ist falsch.;Entered Captcha was wrong.;Kullandığınız Captcha yanlış.;Eingegebenes Captcha ist falsch.;Entered Captcha was wrong.;Entered Captcha was wrong.
807001;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
807002;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
807003;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
807004;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
807005;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
807006;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
807007;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
807008;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
807009;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
807010;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
807011;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
808001;Firmware Update;Firmware-Aktualisierung;Firmware güncelleme;Firmware Update;Firmware Update;Actualización del firmware;NA;NA;Firmware-Aktualisierung;Firmware Update;Firmware güncelleme;Firmware-Aktualisierung;Firmware Update;Firmware Update
808002;Current Version: ;Aktuelle Version:;Güncel versiyon:;Current Version: ;Current Version:;Versión actual:;NA;NA;Aktuelle Version:;Current Version: ;Güncel versiyon:;Aktuelle Version:;Current Version: ;Current Version: 
808003;It is possible to update the EasyBox firmware via the internet, provided that your internet is accessible. Your customised configuration settings will not be changed or affected by updating.;Es ist möglich, Ihre EasyBox über das Internet zu aktualisieren, vorausgesetzt, Ihr Internet ist verfügbar. Ihre persönlichen Einstellungen werden hierdurch nicht verändert.;Eğer internet erişimi mevcut ise, EasyBox cihazınızı internet üzerinden de güncelleyebilirsiniz. Kişisel ayarlarınız bu işlem sayesinde değiştirilmez.;It is possible to update the EasyBox firmware via the internet, provided that your internet is accessible. Your customised configuration settings will not be changed or affected by updating.;It is possible to update the router firmware via the internet, provided that your internet is accessible. Your customised configuration settings will not be changed or affected by updating.;Es posible actualizar el firmware del router a través de Internet, siempre que su conexión a Internet esté disponible. Sus opciones de configuración personalizada no cambiarán durante la actualización.;NA;NA;Es ist möglich, Ihre EasyBox über das Internet zu aktualisieren, vorausgesetzt, Ihr Internet ist verfügbar. Ihre persönlichen Einstellungen werden hierdurch nicht verändert.;It is possible to update the EasyBox firmware via the internet, provided that your internet is accessible. Your customised configuration settings will not be changed or affected by updating.;Eğer internet erişimi mevcut ise, EasyBox cihazınızı internet üzerinden de güncelleyebilirsiniz. Kişisel ayarlarınız bu işlem sayesinde değiştirilmez.;Es ist möglich, Ihre EasyBox über das Internet zu aktualisieren, vorausgesetzt, Ihr Internet ist verfügbar. Ihre persönlichen Einstellungen werden hierdurch nicht verändert.;It is possible to update the EasyBox firmware via the internet, provided that your internet is accessible. Your customised configuration settings will not be changed or affected by updating.;It is possible to update the PlusBox firmware via the internet, provided that your internet is accessible. Your customised configuration settings will not be changed or affected by updating.
808004;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
808005;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
808006;Update by Selecting a File;Aktualisierung durch Auswahl einer Datei;Bir dosya seçilerek gerçekleştirilen güncelleme;Update by Selecting a File;Update by Selecting a File;Actualizar seleccionando un archivo;NA;NA;Aktualisierung durch Auswahl einer Datei;Update by Selecting a File;Bir dosya seçilerek gerçekleştirilen güncelleme;Aktualisierung durch Auswahl einer Datei;Update by Selecting a File;Update by Selecting a File
808007;Update the firmware from a saved update file. The latest available version can be found on <a href='http://www.dsl-easybox.de' target='_blank'>www.dsl-easybox.de</a>.;Firmware-Aktualisierung von einer gespeicherten Datei. Die aktuellste verfügbare Version kann unter www.dsl-easybox.de heruntergeladen werden.;Kayıtlı bir dosyadan yapılan Firmware güncellemesi. Mevcut olan en güncel versiyon www.dsl-easybox.de adresinden indirilebilir.;Update the firmware from a saved update file. The latest available version can be found on <a href='http://www.dsl-easybox.de' target='_blank'>www.dsl-easybox.de</a>.;Update the firmware from a saved update file. The latest available version can be found on <a href='http://www.vodafone.es' target='_blank'>www.vodafone.es</a>.;Actualizar el firmware desde un archivo. La última versión disponible se puede encontrar en <a href='http://www.vodafone.es' target='_blank'> www.vodafone.es </ a>.;NA;NA;Firmware-Aktualisierung von einer gespeicherten Datei. Die aktuellste verfügbare Version kann unter www.dsl-easybox.de heruntergeladen werden.;Update the firmware from a saved update file. The latest available version can be found on <a href='http://www.dsl-easybox.de' target='_blank'>www.dsl-easybox.de</a>.;Kayıtlı bir dosyadan yapılan Firmware güncellemesi. Mevcut olan en güncel versiyon www.dsl-easybox.de adresinden indirilebilir.;Firmware-Aktualisierung von einer gespeicherten Datei. Die aktuellste verfügbare Version kann unter www.dsl-easybox.de heruntergeladen werden.;Update the firmware from a saved update file. The latest available version can be found on <a href='http://www.dsl-easybox.de' target='_blank'>www.dsl-easybox.de</a>.;Update the firmware from a saved update file. The latest available version can be found on <a href='http://www.plusbox.de' target='_blank'>www.plusbox.de</a>.
808008;Firmware File:;Firmware-Datei:;Firmware dosyası:;Firmware File:;Firmware File:;El archivo de firmware:;NA;NA;Firmware-Datei:;Firmware File:;Firmware dosyası:;Firmware-Datei:;Firmware File:;Firmware File:
808009;No file selected.;Keine Datei ausgewählt;Dosya seçilmedi;No file selected.;No file selected.;Ningún archivo seleccionado.;NA;NA;Keine Datei ausgewählt;No file selected.;Dosya seçilmedi;Keine Datei ausgewählt;No file selected.;No file selected.
808010;Update from USB Storage;Aktualisierung über USB-Schnittstelle;USB arayüzü üzerinden güncelleme;Update from USB Storage;Update from USB Storage;Actualizar desde un dispositivo USB de almacenamiento;NA;NA;Aktualisierung über USB-Schnittstelle;Update from USB Storage;USB arayüzü üzerinden güncelleme;Aktualisierung über USB-Schnittstelle;Update from USB Storage;Update from USB Storage
808011;Update the firmware from a saved update file on an attached USB device. Click to automatically search.;Firmware-Aktualisierung von einer Datei auf einem USB-Stick. Klicken Sie hier um automatisch zu suchen.;Bir USB bellek üzerinde kayıtlı olan dosyadan yapılan Firmware güncellemesi. Otomatik arama yapmak için burayı tıklayınız.;Update the firmware from a saved update file on an attached USB device. Click to automatically search.;Update the firmware from a saved update file on an attached USB device. Click to automatically search.;Actualizar el firmware desde un archivo de actualización guardado en un dispositivo USB conectado. Haga clic para buscar de forma automática.;NA;NA;Firmware-Aktualisierung von einer Datei auf einem USB-Stick. Klicken Sie hier um automatisch zu suchen.;Update the firmware from a saved update file on an attached USB device. Click to automatically search.;Bir USB bellek üzerinde kayıtlı olan dosyadan yapılan Firmware güncellemesi. Otomatik arama yapmak için burayı tıklayınız.;Firmware-Aktualisierung von einer Datei auf einem USB-Stick. Klicken Sie hier um automatisch zu suchen.;Update the firmware from a saved update file on an attached USB device. Click to automatically search.;Update the firmware from a saved update file on an attached USB device. Click to automatically search.
808012;No USB device connected.;Kein USB-Gerät angeschlossen.;USB cihazı bağlı değil.;No USB device connected.;No USB device connected.;No hay ningún dispositivo USB conectado.;NA;NA;Kein USB-Gerät angeschlossen.;No USB device connected.;USB cihazı bağlı değil.;Kein USB-Gerät angeschlossen.;No USB device connected.;No USB device connected.
808013;The selected file is not a valid update.;Die ausgewählte Datei ist kein gültige Update-Datei;Seçilen dosya geçerli bir güncelleme dosyası değil.;The selected file is not a valid update.;The selected file is not a valid update.;El archivo seleccionado no es una actualización válida.;NA;NA;Die ausgewählte Datei ist kein gültige Update-Datei;The selected file is not a valid update.;Seçilen dosya geçerli bir güncelleme dosyası değil.;Die ausgewählte Datei ist kein gültige Update-Datei;The selected file is not a valid update.;The selected file is not a valid update.
808014;VF_Vox2.0_Build2.4.3_2012_03_11;VF_Vox2.0_Build2.4.3_2012_03_11;VF_Vox2.0_Build2.4.3_2012_03_11;VF_Vox2.0_Build2.4.3_2012_03_11;VF_Vox2.0_Build2.4.3_2012_03_11;VF_Vox2.0_Build2.4.3_2012_03_11;NA;NA;VF_Vox2.0_Build2.4.3_2012_03_11;VF_Vox2.0_Build2.4.3_2012_03_11;VF_Vox2.0_Build2.4.3_2012_03_11;VF_Vox2.0_Build2.4.3_2012_03_11;VF_Vox2.0_Build2.4.3_2012_03_11;VF_Vox2.0_Build2.4.3_2012_03_11
808015;Click to search for a suitable update.;Klicken Sie um eine gültige Datei zu suchen;Geçerli bir dosya aramak için tıklayınız;Click to search for a suitable update.;Click to search for a suitable update.;Haga clic para buscar una actualización adecuada.;NA;NA;Klicken Sie um eine gültige Datei zu suchen;Click to search for a suitable update.;Geçerli bir dosya aramak için tıklayınız;Klicken Sie um eine gültige Datei zu suchen;Click to search for a suitable update.;Click to search for a suitable update.
808016;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
808017;Install;Installieren;Kur;Install;Install;Instalar;NA;NA;Installieren;Install;Kur;Installieren;Install;Install
808018;Back;Zurück;Geri;Back;Back;Atrás;NA;NA;Zurück;Back;Geri;Zurück;Back;Back
808019;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
808020;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
808021;Searching for Firmware;Suchen nach Firmware;Firmware arama;Searching for Firmware;Searching for Firmware;Buscando Firmware;NA;NA;Suchen nach Firmware;Searching for Firmware;Firmware arama;Suchen nach Firmware;Searching for Firmware;Searching for Firmware
808022;Your EasyBox is checking online for firmware updates.;Ihre EasyBox sucht online nach Aktualisierungen.;EasyBox cihazınız güncelleme için online arama yapıyor.;Your EasyBox is checking online for firmware updates.;Your router is checking online for firmware updates.;Su router está comprobando en línea las actualizaciones de firmware.;NA;NA;Ihre EasyBox sucht online nach Aktualisierungen.;Your EasyBox is checking online for firmware updates.;EasyBox cihazınız güncelleme için online arama yapıyor.;Ihre EasyBox sucht online nach Aktualisierungen.;Your EasyBox is checking online for firmware updates.;Your PlusBox is checking online for firmware updates.
808023;Installing Updated Firmware;Aktualisierte Firmware installieren;Güncellenmiş Firmware kuruluyor;Installing Updated Firmware;Installing Updated Firmware;Instalando firmware;NA;NA;Aktualisierte Firmware installieren;Installing Updated Firmware;Güncellenmiş Firmware kuruluyor;Aktualisierte Firmware installieren;Installing Updated Firmware;Installing Updated Firmware
808024;Do not turn off your EasyBox.;Schalten Sie Ihren Computer nicht aus;Bilgisayarınızı kapatmayınız;Do not turn off your EasyBox.;Do not turn off your router.;No apague el router.;NA;NA;Schalten Sie Ihren Computer nicht aus;Do not turn off your EasyBox.;Bilgisayarınızı kapatmayınız;Schalten Sie Ihren Computer nicht aus;Do not turn off your EasyBox.;Do not turn off your PlusBox.
808025;Firmware Successfully Updated;Firmware erfolgreich aktualisiert;Firmware başarıyla güncellendi;Firmware Successfully Updated;Firmware Successfully Updated;Firmware actualizado correctamente;NA;NA;Firmware erfolgreich aktualisiert;Firmware Successfully Updated;Firmware başarıyla güncellendi;Firmware erfolgreich aktualisiert;Firmware Successfully Updated;Firmware Successfully Updated
808026;Your EasyBox must now restart, please do not turn it off or press any buttons until it has restarted.;Ihre EasyBox muss nun neu gestartet werden. Bitte schalten Sie das Gerät nicht aus und drücken keine Tasten bis das Gerät neu gestartet ist;EasyBox cihazınızın şimdi yeniden başlatılması gerekmektedir. Lütfen cihazı kapatmayınız ve cihaz yeniden başlatılıncaya kadar herhangi bir tuşa basmayınız.;Your EasyBox must now restart, please do not turn it off or press any buttons until it has restarted.;Your router must now restart, please do not turn it off or press any buttons until it has restarted.;Su router ahora debe reiniciar, por favor, no lo apague ni pulse ningún botón hasta que se haya reiniciado.;NA;NA;Ihre EasyBox muss nun neu gestartet werden. Bitte schalten Sie das Gerät nicht aus und drücken keine Tasten bis das Gerät neu gestartet ist;Your EasyBox must now restart, please do not turn it off or press any buttons until it has restarted.;EasyBox cihazınızın şimdi yeniden başlatılması gerekmektedir. Lütfen cihazı kapatmayınız ve cihaz yeniden başlatılıncaya kadar herhangi bir tuşa basmayınız.;Ihre EasyBox muss nun neu gestartet werden. Bitte schalten Sie das Gerät nicht aus und drücken keine Tasten bis das Gerät neu gestartet ist;Your EasyBox must now restart, please do not turn it off or press any buttons until it has restarted.;Your PlusBox must now restart, please do not turn it off or press any buttons until it has restarted.
808027;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
808028;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
808029;No Suitable Firmware Located;Keine lauffähige Firmware gefunden;Çalışabilir bir Firmware bulunamadı;No Suitable Firmware Located;No Suitable Firmware Located;No se ha encontrado ningún Firmware adecuado;NA;NA;Keine lauffähige Firmware gefunden;No Suitable Firmware Located;Çalışabilir bir Firmware bulunamadı;Keine lauffähige Firmware gefunden;No Suitable Firmware Located;No Suitable Firmware Located
808030;Select File;Datei auswählen;Dosya seç;Select File;Select File;Seleccione Archivo;NA;NA;Datei auswählen;Select File;Dosya seç;Datei auswählen;Select File;Select File
808031;Are you sure you want to upgrade your EasyBox with a custom firmware? All warranties will be lost when flashing the device.;Sind Sie sicher, dass Sie Ihre EasyBox mit kundenspezifischen Firmware upgraden wollen? Alle Garantieansprüche gehen nach diesem Vorgang verloren.;EasyBox´a özel firmware yüklemek istediğinizden emin misiniz? Bütün garanti talepleri bu işlemden sonra kaybolur.;Are you sure you want to upgrade your EasyBox with a custom firmware? All warranties will be lost when flashing the device.;Are you sure you want to upgrade your router with a custom firmware? All warranties will be lost when flashing the device.;¿Está seguro que desea actualizar su router con un  firmware personalizado? Todas las garantías se perderán si actualiza el dispositivo.;NA;NA;Sind Sie sicher, dass Sie Ihre EasyBox mit kundenspezifischen Firmware upgraden wollen? Alle Garantieansprüche gehen nach diesem Vorgang verloren.;Are you sure you want to upgrade your EasyBox with a custom firmware? All warranties will be lost when flashing the device.;EasyBox´a özel firmware yüklemek istediğinizden emin misiniz? Bütün garanti talepleri bu işlemden sonra kaybolur.;Sind Sie sicher, dass Sie Ihre EasyBox mit kundenspezifischen Firmware upgraden wollen? Alle Garantieansprüche gehen nach diesem Vorgang verloren.;Are you sure you want to upgrade your EasyBox with a custom firmware? All warranties will be lost when flashing the device.;Are you sure you want to upgrade your PlusBox with a custom firmware? All warranties will be lost when flashing the device.
809001;Welcome to your EasyBox;Willkommen;EasyBox´unuza Hoş geldiniz;Welcome to your EasyBox;Welcome to your Vodafone ADSL Router;Bienvenido a su router;Welcome to your Vodafone Station 3;Benvenuto in Vodafone Station 3;Willkommen;Welcome;EasyBox´unuza Hoş geldiniz;Willkommen;Welcome;Welcome
809002;To activate the EasyBox press Activation.;Um die EasyBox zu aktivieren klicken Sie auf Aktivieren.;EasyBox cihazını Etkinleştirmek için Etkinleştir'i tıklayınız.;To activate the EasyBox press Activation.;To activate the router press Activation.;Para activar el router, haga clic en Activación;NA;NA;Um die EasyBox zu aktivieren, klicken Sie bitte auf Aktivieren.;To activate the EasyBox press Activation.;EasyBox cihazını Etkinleştirmek için Etkinleştir'i tıklayınız.;Um die EasyBox zu aktivieren, klicken Sie bitte auf Aktivieren.;To activate the EasyBox press Activation.;To activate the PlusBox press Activation.
809003;Activation;Aktivieren;Etkinleştirme;Activation;Activation;Activación;NA;NA;Aktivieren;Activation;Etkinleştirme;Aktivieren;Activation;Activation
809004;Enter password to access your configuration settings.;Geben Sie Ihr Kennwort ein, um auf Ihre Einstellungen zugreifen zu können.;EasyBox cihazına giriş yapmak için Giriş'i tıklayınız.;Enter password to access your configuration settings.;Enter your username and password to access your configuration settings.;Introduzca la contraseña para acceder a las opciones de configuración.;Enter your password to access your configuration settings.;Inserisci la tua password per accedere.;Geben Sie Ihr EasyBox-Kennwort ein, um auf Ihre Einstellungen zugreifen zu können.;Enter your EasyBox password to access the configuration settings.;EasyBox cihazına giriş yapmak için Giriş'i tıklayınız.;Geben Sie Ihr EasyBox-Kennwort ein, um auf Ihre Einstellungen zugreifen zu können.;Enter your EasyBox password to access the configuration settings.;Enter your PlusBox password to access the configuration settings.
809005;Log In;Anmelden;Giriş;Log In;Log In;Iniciar la sesión;Log In;Entra;Anmelden;Log In;Giriş;Anmelden;Log In;Log In
809006;To update the EasyBox to the latest version press Firmware Update.;Um die EasyBox auf die aktuellste Version zu aktualisieren, klicken Sie auf Firmware Update.;EasyBox cihazını en güncel versiyona güncellemek için Firmware güncelleme'yi tıklayınız.;To update the EasyBox to the latest version press Firmware Update.;To update the router to the latest version press Firmware Update.;Para actualizar el router a la última versión, haga clic en Actualiza Firmware;NA;NA;Um die EasyBox manuell auf die aktuellste Version zu aktualisieren, klicken Sie auf Firmware Update.;To update the EasyBox to the latest version press Firmware Update.;EasyBox cihazını en güncel versiyona güncellemek için Firmware güncelleme'yi tıklayınız.;Um die EasyBox auf die aktuellste Version zu aktualisieren, klicken Sie auf Firmware Update.;To update the EasyBox to the latest version press Firmware Update.;To update the PlusBox to the latest version press Firmware Update.
809007;Firmware Update;Aktualisierung;Güncelleme;Firmware Update;Firmware Update;Actualización del firmware;NA;NA;Firmware Update;Firmware Update;Güncelleme;Aktualisierung;Firmware Update;Firmware Update
809008;Set new password;Neues Kennwort;Yeni şifre;Set new password;Set new password;Establecer contraseña;NA;NA;Neues Kennwort;Set new password;Yeni şifre;Neues Kennwort;Set new password;Set new password
809009;Remote Access to your EasyBox;Fernverwaltung Ihrer EasyBox ;EasyBox´unuza uzaktan baglantı ;Remote Access to your EasyBox;Remote Access to your router;Acceso remoto a su router;Remote Access to your router;;Fernverwaltung Ihrer EasyBox ;Remote Access to your EasyBox;EasyBox´unuza uzaktan baglantı ;Fernverwaltung Ihrer EasyBox ;Remote Access to your EasyBox;Remote Access to your PlusBox
809010;Factory Reset;Rücksetzen auf Werkseinstellungen;Fabrika ayarlarına sıfırlama;Factory Reset;Factory Reset;Ajustes de Fábrica;Factory Reset;;EasyBox-Kennwort zurücksetzen;EasyBox Password Reset;Fabrika ayarlarına sıfırlama;EasyBox-Kennwort zurücksetzen;EasyBox Password Reset;PlusBox Password Reset
